D:\Sandra\Metapanda\laser\Laser-Ni-Xlens-H2He-04072022-tissu01-51T-OC-1.b\01-51T-OC-136.d,,,,,,,,,,,,,,,,,,,,,,,,
Intensity Vs Time,CPS,,,,,,,,,,,,,,,,,,,,,,,
Acquired      : 2022-07-05 06:18:38 using Batch Laser-Ni-Xlens-H2He-04072022-tissu01-51T-OC-1.b,,,,,,,,,,,,,,,,,,,,,,,,
Time [Sec],Cr53,Fe54,Mn55,Co59,Ni60,Cu63,Zn64,Ge72,As75,Se78,Mo98,Rh103,Cd111,In113,Sb121,Te126,La139,Ce140,Gd157,Pt195,Hg202,Tl205,Pb208,U238
1.545,16.67,500.01,0,0,0,212.5,12.5,0,0,0,33.33,4480.61,0,820.02,3833.79,780.02,2766.91,9402.77,566.68,16.67,200,0,1050.04,1750.1
3.08,150,7301.56,9335.89,37.5,83.33,125,125,120,0,0,0,460.01,40,200,1583.41,260,2800.25,5600.98,216.67,0,233.34,0,833.36,1050.04
4.615,83.33,4900.7,4533.94,12.5,16.67,162.5,125,220,0,0,16.67,300,10,120,1600.08,200,2166.81,7901.95,550.01,33.33,100,150,1366.73,1133.38
6.15,166.67,9352.56,9069.08,87.5,50,137.5,325,320,0,0,0,920.03,30,420.01,1000.03,460.01,2216.82,6284.57,350,33.33,150,33.33,1000.03,1016.7
7.685,0,6776.35,8668.87,75,16.67,137.5,125,160,0,0,0,400,10,440.01,1316.72,220,2933.6,6284.57,266.67,33.33,200,33.33,1016.7,1233.38
9.22,66.67,6776.35,8101.92,150,50,112.5,225,500.01,12.5,0,0,440.01,0,320,1300.05,600.01,2266.83,6634.71,400.01,16.67,150,16.67,783.35,1266.72
10.755,33.33,6176.12,7701.74,62.5,16.67,50,50,280,0,0,0,540.01,20,240,1533.41,320,2366.84,5651,466.67,83.33,83.33,50,800.02,1016.7
12.29,66.67,6101.09,8935.67,25,116.67,112.5,137.5,120,0,0,0,620.01,20,360,1766.76,860.02,2900.26,7585.13,400.01,16.67,166.67,0,1000.03,1300.06
13.825,33.33,7776.77,9202.48,87.5,16.67,137.5,212.5,360,0,0,0,320,10,260,1383.39,280,2550.2,6417.96,283.34,50,233.34,16.67,883.36,1500.08
15.36,150,6851.37,8568.82,75,0,112.5,150,220,0,0,0,280,0,420.01,2000.12,460.01,2450.19,6584.69,383.34,16.67,50,16.67,533.34,1200.05
16.895,50,7651.72,9002.37,50,33.33,62.5,125,140,0,0,0,580.01,0,220,933.36,340,1450.07,5617.65,483.34,16.67,100,33.33,1533.41,1633.42
18.431,150,8001.88,8468.77,37.5,16.67,150,37.5,180,0,0,0,820.02,10,40,1650.08,580.01,2133.48,6284.57,283.34,100,150,0,1183.38,1050.04
19.966,66.67,6151.11,7768.44,25,66.67,200,225,260,0,0,0,1120.04,30,120,1166.71,280,2300.17,6217.88,183.33,0,233.34,0,1033.37,1133.38
21.501,66.67,5851,9536,87.5,16.67,125,187.5,220,12.5,0,0,320,10,280,1616.75,260,1850.11,4967.44,483.34,33.33,133.33,0,1183.38,1083.37
23.036,66.67,9827.83,11637.3,162.5,16.67,62.5,87.5,200,0,0,0,480.01,20,380,1816.77,580.01,2916.93,8235.45,616.68,83.33,133.33,50,1266.72,1300.06
