D:\Sandra\Metapanda\laser\Laser-Ni-Xlens-H2He-04072022-tissu01-51T-OC-1.b\01-51T-OC-34.d,,,,,,,,,,,,,,,,,,,,,,,,
Intensity Vs Time,CPS,,,,,,,,,,,,,,,,,,,,,,,
Acquired      : 2022-07-04 21:59:01 using Batch Laser-Ni-Xlens-H2He-04072022-tissu01-51T-OC-1.b,,,,,,,,,,,,,,,,,,,,,,,,
Time [Sec],Cr53,Fe54,Mn55,Co59,Ni60,Cu63,Zn64,Ge72,As75,Se78,Mo98,Rh103,Cd111,In113,Sb121,Te126,La139,Ce140,Gd157,Pt195,Hg202,Tl205,Pb208,U238
1.545,0,625.01,66.67,0,33.33,112.5,0,0,0,0,0,3340.34,30,720.02,3350.35,1400.06,3400.36,6101.16,266.67,33.33,283.34,33.33,683.35,1200.05
3.08,50,10303.11,13972.39,75,0,75,162.5,300,0,0,0,560.01,20,180,1733.43,680.01,3817.12,9302.71,700.02,50,150,16.67,983.37,1333.39
4.615,16.67,8827.28,10836.78,37.5,16.67,137.5,137.5,260,12.5,12.5,0,540.01,20,540.01,2216.82,540.01,3817.12,10353.35,566.68,0,200,33.33,1550.08,1183.38
6.15,66.67,7701.74,9169.13,87.5,50,125,150,360,12.5,0,33.33,240,0,80,1366.72,120,3133.64,8685.69,500.01,16.67,116.67,33.33,916.69,1400.07
7.685,83.33,8777.26,11603.95,175,33.33,250,150,420.01,0,0,0,280,0,300,1433.4,460.01,2800.25,6968.18,416.67,50,216.67,0,1116.71,1583.42
9.22,166.67,8452.09,9069.08,75,0,112.5,37.5,220,0,0,0,200,10,120,1533.41,940.03,3267,8685.69,250,16.67,116.67,50,1433.4,1600.09
10.755,133.33,7676.73,9969.58,12.5,50,75,225,560.01,0,0,0,600.01,20,240,1716.76,680.01,3083.63,9736.3,566.68,33.33,183.33,16.67,1633.42,1566.75
12.29,33.33,8076.91,11036.9,100,50,150,162.5,220,0,0,16.67,300,20,240,1800.1,280,3216.99,9752.97,550.01,133.33,150,16.67,816.69,1466.74
13.825,50,9402.59,11837.44,125,16.67,137.5,175,360,0,12.5,0,260,30,240,1633.42,400,3200.32,8552.29,666.68,16.67,133.33,16.67,1066.7,1533.41
15.36,83.33,9652.73,10936.84,87.5,0,100,100,180,0,0,0,360,0,300,1750.09,280,2800.25,8218.78,483.34,0,133.33,66.67,916.69,1100.04
