D:\Sandra\Metapanda\laser\Laser-Ni-Xlens-H2He-04072022-tissu01-51T-OC-1.b\01-51T-OC-82.d,,,,,,,,,,,,,,,,,,,,,,,,
Intensity Vs Time,CPS,,,,,,,,,,,,,,,,,,,,,,,
Acquired      : 2022-07-05 01:54:07 using Batch Laser-Ni-Xlens-H2He-04072022-tissu01-51T-OC-1.b,,,,,,,,,,,,,,,,,,,,,,,,
Time [Sec],Cr53,Fe54,Mn55,Co59,Ni60,Cu63,Zn64,Ge72,As75,Se78,Mo98,Rh103,Cd111,In113,Sb121,Te126,La139,Ce140,Gd157,Pt195,Hg202,Tl205,Pb208,U238
1.545,0,325,0,0,16.67,212.5,12.5,0,0,0,0,2480.19,20,480.01,2533.53,400,2866.92,8402.21,283.34,16.67,50,66.67,1550.08,1950.13
3.08,50,8277.01,11237.04,87.5,0,75,287.5,180,0,0,0,500.01,0,460.01,2100.14,380,2683.56,9169.3,383.34,16.67,133.33,33.33,1083.37,1450.07
4.615,16.67,8402.07,9302.54,75,0,87.5,87.5,60,0,0,16.67,200,0,280,1366.72,420.01,2616.88,6284.57,300,83.33,166.67,16.67,1000.03,1400.07
6.15,66.67,7251.54,8368.72,62.5,50,50,62.5,160,12.5,0,0,260,40,220,1500.07,320,2450.19,7851.93,550.01,33.33,16.67,0,866.69,1016.7
7.685,100,6151.11,8201.97,112.5,16.67,62.5,100,300,0,0,0,280,0,240,1216.71,260,2350.17,7301.67,466.67,16.67,166.67,16.67,1366.73,1350.06
9.22,50,7451.63,9602.7,0,16.67,187.5,137.5,240,0,0,0,180,20,180,1283.38,80,2533.53,7268.32,516.68,0,250,33.33,850.02,1366.73
10.755,66.67,6576.27,7168.17,100,33.33,100,512.51,160,0,0,0,280,10,300,1600.08,400,2450.19,6201.2,500.01,83.33,150,16.67,1066.7,1683.43
12.29,0,6601.28,10569.94,50,83.33,87.5,150,320,0,0,0,280,40,140,1033.37,220,1883.44,5651,516.68,33.33,116.67,0,983.37,1200.05
13.825,100,9052.4,10503.23,62.5,0,87.5,250,320,0,0,0,300,0,380,1583.41,200,2416.85,8602.31,250,16.67,166.67,0,1683.43,1533.41
15.36,33.33,8201.97,8568.82,62.5,33.33,137.5,250,220,0,0,33.33,300,0,140,1200.04,180,2816.91,7535.11,500.01,0,133.33,0,1166.71,966.7
16.896,83.33,7251.54,9636.06,62.5,0,162.5,100,100,0,0,16.67,160,0,200,1650.08,220,2600.21,6467.97,183.33,116.67,100,0,1433.4,1183.38
