D:\Sandra\Metapanda\laser\Laser-Ni-Xlens-H2He-04072022-tissu01-51T-OC-1.b\01-51T-OC-127.d,,,,,,,,,,,,,,,,,,,,,,,,
Intensity Vs Time,CPS,,,,,,,,,,,,,,,,,,,,,,,
Acquired      : 2022-07-05 05:34:30 using Batch Laser-Ni-Xlens-H2He-04072022-tissu01-51T-OC-1.b,,,,,,,,,,,,,,,,,,,,,,,,
Time [Sec],Cr53,Fe54,Mn55,Co59,Ni60,Cu63,Zn64,Ge72,As75,Se78,Mo98,Rh103,Cd111,In113,Sb121,Te126,La139,Ce140,Gd157,Pt195,Hg202,Tl205,Pb208,U238
1.545,0,400,0,0,0,125,0,40,0,0,0,340,20,1900.11,3383.69,1180.04,2583.54,6584.69,450.01,0,166.67,33.33,800.02,1200.05
3.081,33.33,4500.59,7034.78,75,66.67,175,2837.74,200,0,0,0,200,0,80,1283.38,180,1600.08,5417.59,116.67,16.67,83.33,0,700.02,1100.04
4.616,16.67,4925.71,4900.7,50,66.67,50,112.5,360,0,25,0,940.03,20,460.01,1250.05,580.01,2983.61,7818.58,383.34,66.67,100,0,1000.03,1116.71
6.151,83.33,5725.96,8168.62,62.5,16.67,225,300,240,12.5,0,16.67,380,0,200,833.35,300,1566.74,4583.99,283.34,33.33,200,0,416.67,683.35
7.686,16.67,4475.59,6801.36,50,0,112.5,62.5,460.01,0,0,0,580.01,0,120,766.68,460.01,2733.57,7101.58,633.35,150,166.67,16.67,983.37,1150.04
9.221,0,5700.95,8868.97,50,100,150,125,360,0,0,0,500.01,30,720.02,1383.39,600.01,2166.81,6818.12,350,33.33,216.67,16.67,766.69,983.37
10.756,83.33,5600.92,9135.78,162.5,33.33,125,112.5,320,0,0,0,520.01,0,320,1200.04,420.01,2100.14,7151.6,316.67,50,150,0,566.68,1116.71
12.291,83.33,8602.17,13438.62,100,66.67,137.5,25,280,25,0,0,980.03,20,380,2116.8,800.02,3500.38,8102.05,233.34,50,183.33,0,1066.7,1266.72
13.826,16.67,5851,7968.53,100,16.67,25,75,360,0,0,0,740.02,10,200,1116.71,320,2366.84,6217.88,383.34,0,133.33,33.33,750.02,866.69
15.361,116.67,5425.86,8802.27,75,0,75,137.5,380,0,0,0,360,0,140,933.36,80,2550.2,5651,316.67,33.33,100,16.67,900.03,1350.06
