D:\Sandra\Metapanda\laser\Laser-Ni-Xlens-H2He-04072022-tissu01-51T-OC-1.b\01-51T-OC-12.d,,,,,,,,,,,,,,,,,,,,,,,,
Intensity Vs Time,CPS,,,,,,,,,,,,,,,,,,,,,,,
Acquired      : 2022-07-04 20:11:15 using Batch Laser-Ni-Xlens-H2He-04072022-tissu01-51T-OC-1.b,,,,,,,,,,,,,,,,,,,,,,,,
Time [Sec],Cr53,Fe54,Mn55,Co59,Ni60,Cu63,Zn64,Ge72,As75,Se78,Mo98,Rh103,Cd111,In113,Sb121,Te126,La139,Ce140,Gd157,Pt195,Hg202,Tl205,Pb208,U238
1.545,0,775.02,66.67,0,0,75,0,20,0,0,0,3400.35,30,920.03,2250.16,2440.18,3400.36,9636.24,250,66.67,216.67,50,783.35,1400.07
3.08,83.33,10678.34,16541.35,112.5,116.67,75,225,380,0,0,0,320,10,320,2383.51,900.03,3050.29,8335.51,350,33.33,116.67,16.67,866.69,1266.72
4.615,133.33,7701.74,8802.27,50,33.33,75,125,80,0,0,0,280,10,220,2000.12,620.01,2766.91,5817.73,483.34,50,200,50,1183.38,1983.47
6.15,83.33,8051.9,11003.55,100,0,37.5,412.51,260,0,25,0,260,20,220,2033.46,700.02,2433.52,5167.5,266.67,50,116.67,0,1283.39,1416.73
7.685,83.33,11729.03,12938.24,212.5,83.33,62.5,125,420.01,12.5,0,0,640.01,50,400,1566.74,620.01,2016.79,5801.05,416.67,100,100,0,1633.42,1633.42
9.22,66.67,8977.36,11303.74,87.5,66.67,175,75,160,0,0,16.67,380,30,140,1566.74,440.01,2533.53,6768.1,450.01,16.67,266.67,33.33,1233.38,1466.74
10.755,100,9502.64,10369.82,75,16.67,150,62.5,300,0,0,0,300,20,280,1500.07,540.01,2916.93,6901.49,400.01,50,116.67,0,816.69,1200.05
12.29,0,9877.86,12104.29,112.5,33.33,62.5,175,320,0,0,0,480.01,20,220,2066.8,500.01,2950.27,8285.48,516.68,0,166.67,0,783.35,1183.38
13.826,50,10903.48,13838.95,87.5,50,62.5,150,340,25,0,0,500.01,0,500.01,1433.4,660.01,2850.25,8819.1,450.01,33.33,200,33.33,1083.37,1300.06
15.361,16.67,9852.84,10002.93,125,66.67,50,75,340,25,0,33.33,820.02,30,340,1783.43,980.03,3433.7,7785.23,466.67,33.33,216.67,0,1000.03,1100.04
