D:\Sandra\Metapanda\laser\Laser-Ni-Xlens-H2He-04072022-tissu01-51T-OC-1.b\01-51T-OC-130.d,,,,,,,,,,,,,,,,,,,,,,,,
Intensity Vs Time,CPS,,,,,,,,,,,,,,,,,,,,,,,
Acquired      : 2022-07-05 05:49:14 using Batch Laser-Ni-Xlens-H2He-04072022-tissu01-51T-OC-1.b,,,,,,,,,,,,,,,,,,,,,,,,
Time [Sec],Cr53,Fe54,Mn55,Co59,Ni60,Cu63,Zn64,Ge72,As75,Se78,Mo98,Rh103,Cd111,In113,Sb121,Te126,La139,Ce140,Gd157,Pt195,Hg202,Tl205,Pb208,U238
1.546,0,425.01,0,0,50,37.5,12.5,0,0,0,0,2120.14,0,860.02,1766.76,900.03,1866.78,6551.34,283.34,0,166.67,0,816.69,633.35
3.081,83.33,8977.36,8902.32,87.5,0,137.5,150,340,0,0,0,1300.05,0,340,1500.07,700.02,2250.16,5701.02,200,33.33,83.33,0,1033.37,1750.1
4.616,133.33,9327.55,10836.78,100,33.33,100,137.5,320,0,0,0,720.02,0,460.01,1766.76,360,3150.31,8935.83,483.34,33.33,183.33,0,1200.05,1533.41
6.151,100,6651.3,8068.58,37.5,16.67,62.5,100,60,0,0,0,900.02,0,320,1416.73,340,2416.85,5434.26,383.34,133.33,1700.09,16.67,866.69,883.36
7.686,216.67,7476.64,8535.47,87.5,50,237.5,200,300,0,0,0,1380.06,30,200,1383.39,300,2500.2,5817.73,450.01,1233.38,5217.56,16.67,1000.03,1250.05
9.221,416.67,9877.86,7701.74,62.5,33.33,187.5,100,200,0,0,16.67,680.01,50,100,1100.04,480.01,1900.11,5867.74,366.67,216.67,883.36,16.67,650.01,683.35
10.756,166.67,6551.26,8835.62,37.5,50,25,175,240,0,0,0,540.01,20,100,1733.43,440.01,1783.43,4667.35,166.67,16.67,233.34,33.33,916.69,583.34
12.291,33.33,6226.14,6634.62,37.5,50,125,175,240,25,0,0,600.01,0,200,1116.71,880.02,2200.15,5667.67,350,50,300,0,583.34,916.69
13.826,16.67,3950.46,7468.3,62.5,33.33,112.5,25,140,0,0,0,300,0,80,700.02,120,1116.71,4100.53,250,0,350,0,850.02,1166.71
15.361,183.33,6476.23,8168.62,25,16.67,150,175,360,0,0,0,620.01,0,360,1250.05,400,1750.1,4934.09,233.34,16.67,166.67,0,633.35,666.68
16.896,50,5625.93,7301.56,50,50,87.5,112.5,100,0,0,16.67,620.01,20,160,1166.71,500.01,2216.82,5717.69,316.67,66.67,116.67,16.67,800.02,766.69
18.431,83.33,5400.85,7901.83,62.5,16.67,187.5,200,360,0,0,33.33,480.01,0,160,1166.71,300,2500.2,5717.69,450.01,83.33,150,0,916.69,1000.03
19.966,66.67,5901.02,6801.36,87.5,16.67,162.5,25,280,12.5,0,0,560.01,10,200,1033.37,200,2116.81,6117.84,250,0,116.67,0,700.02,900.03
