D:\Sandra\Metapanda\laser\Laser-Ni-Xlens-H2He-04072022-tissu01-51T-OC-1.b\01-51T-OC-99.d,,,,,,,,,,,,,,,,,,,,,,,,
Intensity Vs Time,CPS,,,,,,,,,,,,,,,,,,,,,,,
Acquired      : 2022-07-05 03:17:20 using Batch Laser-Ni-Xlens-H2He-04072022-tissu01-51T-OC-1.b,,,,,,,,,,,,,,,,,,,,,,,,
Time [Sec],Cr53,Fe54,Mn55,Co59,Ni60,Cu63,Zn64,Ge72,As75,Se78,Mo98,Rh103,Cd111,In113,Sb121,Te126,La139,Ce140,Gd157,Pt195,Hg202,Tl205,Pb208,U238
1.546,16.67,425.01,0,0,0,150,0,0,0,0,0,3880.46,0,560.01,2533.53,460.01,2100.14,5150.83,383.34,33.33,150,0,833.36,1583.42
3.081,50,8727.23,11537.23,50,16.67,150,150,300,0,0,0,520.01,0,140,1533.41,260,2550.2,8618.99,683.35,66.67,133.33,33.33,1233.38,1766.77
4.616,16.67,7701.74,10036.29,75,66.67,100,175,160,0,0,0,240,10,180,1216.71,300,2050.13,6584.69,433.34,33.33,116.67,0,1000.03,1616.75
6.151,50,8777.26,9802.82,62.5,16.67,112.5,100,240,0,0,0,400,10,200,1766.76,300,3166.98,9002.54,433.34,33.33,166.67,83.33,1100.04,1266.72
7.686,0,6351.18,8935.67,62.5,66.67,175,87.5,140,0,0,0,420.01,30,160,1316.72,260,3233.66,8969.18,416.67,100,183.33,16.67,1200.05,2050.14
9.221,66.67,9352.56,13171.75,62.5,100,87.5,262.5,280,12.5,0,16.67,440.01,30,300,2316.83,720.02,2850.25,10420.06,450.01,66.67,216.67,16.67,1433.4,1933.46
10.756,83.33,9977.92,13905.67,62.5,216.67,75,162.5,280,0,0,16.67,1200.04,30,340,2500.19,500.01,3350.35,10937.07,650.01,0,116.67,0,1383.4,1583.42
12.291,100,9877.86,13672.14,150,16.67,87.5,175,260,25,0,0,260,30,280,1750.09,300,2983.61,8485.58,533.34,0,200,33.33,966.7,1466.74
13.826,0,5926.03,9335.89,37.5,66.67,137.5,100,220,37.5,25,33.33,220,50,280,1283.38,280,2950.27,6884.82,400.01,50,133.33,16.67,1200.05,1300.06
15.361,33.33,7426.62,12738.09,12.5,16.67,75,75,300,0,0,0,340,10,220,1066.7,80,2116.81,6017.8,383.34,100,150,83.33,1083.37,1233.38
16.896,0,7751.76,10436.52,100,116.67,87.5,125,400,0,0,16.67,880.02,0,360,2533.53,580.01,3350.35,10119.87,283.34,33.33,166.67,33.33,1316.72,1883.45
