D:\Sandra\Metapanda\laser\Laser-Ni-Xlens-H2He-04072022-tissu01-51T-OC-1.b\01-51T-OC-80.d,,,,,,,,,,,,,,,,,,,,,,,,
Intensity Vs Time,CPS,,,,,,,,,,,,,,,,,,,,,,,
Acquired      : 2022-07-05 01:44:19 using Batch Laser-Ni-Xlens-H2He-04072022-tissu01-51T-OC-1.b,,,,,,,,,,,,,,,,,,,,,,,,
Time [Sec],Cr53,Fe54,Mn55,Co59,Ni60,Cu63,Zn64,Ge72,As75,Se78,Mo98,Rh103,Cd111,In113,Sb121,Te126,La139,Ce140,Gd157,Pt195,Hg202,Tl205,Pb208,U238
1.545,16.67,350,0,0,16.67,62.5,0,40,0,0,0,2440.18,10,1020.03,2500.19,780.02,2400.18,6234.55,550.01,16.67,316.67,16.67,833.36,1400.07
3.08,66.67,9027.39,11770.73,112.5,33.33,137.5,212.5,140,0,0,0,360,20,120,1700.09,180,3317.01,7184.95,516.68,16.67,100,16.67,1433.4,1150.04
4.615,50,8001.88,15140.05,50,16.67,62.5,100,220,0,0,0,200,10,300,1716.76,220,3233.66,8535.61,433.34,83.33,166.67,16.67,750.02,1083.37
6.15,33.33,6426.21,8068.58,125,0,112.5,3762.92,120,0,0,0,300,0,220,1516.74,600.01,3433.7,8902.48,566.68,83.33,133.33,33.33,1483.41,1600.09
7.685,50,9402.59,11403.81,100,50,62.5,112.5,180,0,0,0,500.01,10,220,1666.75,260,2516.86,7751.88,483.34,33.33,166.67,0,1033.37,1266.72
9.22,16.67,7526.66,10770.07,75,116.67,112.5,137.5,160,0,0,0,240,10,60,1616.75,120,2800.25,8052.03,533.34,66.67,150,16.67,1483.41,1566.75
10.755,50,7976.86,11337.1,100,0,125,112.5,200,12.5,0,0,260,20,80,1683.42,180,2516.86,6934.84,550.01,50,200,0,1150.04,1316.72
12.29,16.67,8076.91,10503.23,175,0,62.5,112.5,220,0,0,0,380,0,160,1700.09,20,2750.24,7818.58,516.68,16.67,250,16.67,2566.88,1216.72
13.826,83.33,8001.88,10636.65,25,83.33,150,150,180,0,0,0,260,0,320,1883.44,340,3567.06,7968.65,516.68,16.67,183.33,50,783.35,1516.74
15.361,16.67,6976.43,9202.48,87.5,33.33,50,112.5,320,0,0,0,280,10,220,1933.45,240,2483.53,6718.08,216.67,66.67,216.67,50,950.03,1300.06
16.896,0,8552.14,10770.07,162.5,0,75,87.5,100,0,0,0,320,20,180,1316.72,460.01,2200.15,6784.77,516.68,50,116.67,0,1150.04,1150.04
18.431,83.33,7576.68,10336.47,87.5,16.67,112.5,187.5,360,0,0,16.67,500.01,0,240,1183.38,240,2666.89,8518.94,516.68,0,116.67,33.33,983.37,2000.13
19.966,66.67,8352.04,9369.24,75,33.33,175,137.5,340,25,0,0,400,10,360,1800.1,260,2350.17,5867.74,566.68,50,200,0,966.7,1133.38
21.501,16.67,6576.27,10803.42,112.5,0,125,87.5,180,0,0,33.33,200,20,40,1483.4,180,2700.23,6884.82,383.34,83.33,50,0,1016.7,1216.72
23.036,16.67,7301.56,10002.93,62.5,33.33,75,137.5,240,0,25,0,260,20,260,1500.07,300,2533.53,8335.51,550.01,16.67,183.33,0,833.36,1183.38
24.571,66.67,8577.15,8902.32,0,50,62.5,100,120,0,0,0,360,50,180,1316.72,180,2016.79,7218.3,466.67,33.33,116.67,50,666.68,1100.04
26.106,16.67,7276.55,10569.94,62.5,66.67,112.5,137.5,160,0,0,0,180,20,200,1500.07,280,2366.84,7568.46,350,116.67,200,0,1216.72,1316.72
27.641,100,7951.85,9035.73,62.5,33.33,187.5,137.5,240,0,0,0,120,30,180,1500.07,300,2666.89,6618.04,350,33.33,266.67,0,800.02,1333.39
29.176,16.67,6601.28,8802.27,12.5,0,75,87.5,280,0,12.5,0,120,10,240,1316.72,220,2466.86,7851.93,500.01,50,183.33,16.67,716.68,1100.04
30.711,16.67,5625.93,7501.65,50,50,150,100,220,0,0,0,280,10,100,2000.12,200,3050.29,6901.49,400.01,0,100,33.33,1033.37,1083.37
32.246,0,6901.39,10136.34,37.5,16.67,100,212.5,40,12.5,0,0,100,0,100,1316.72,220,2033.46,6184.53,366.67,33.33,116.67,0,1000.03,1116.71
33.782,0,7601.69,10770.07,75,16.67,75,112.5,140,0,0,16.67,100,10,320,1583.41,460.01,2550.2,6968.18,316.67,0,183.33,0,1016.7,1033.37
35.317,100,6201.13,9536,37.5,66.67,400,375,280,0,0,0,440.01,20,160,1233.38,400,2300.17,7318.34,433.34,33.33,183.33,0,783.35,1033.37
36.852,133.33,9277.52,10069.64,62.5,83.33,650.01,1550.07,400,0,12.5,33.33,600.01,10,280,1516.74,260,2450.19,6384.61,416.67,100,83.33,16.67,966.7,1633.42
38.387,50,8226.98,11870.8,25,50,75,387.5,340,0,0,0,600.01,10,140,1283.38,340,2066.8,4700.69,350,66.67,133.33,0,1133.38,1550.08
39.922,33.33,8777.26,10102.99,75,33.33,175,787.52,200,0,0,0,420.01,30,340,1300.05,540.01,3100.3,8518.94,500.01,66.67,116.67,33.33,1066.7,1350.06
41.457,33.33,7051.46,9969.58,50,33.33,75,187.5,360,0,0,0,260,0,160,1883.44,420.01,2200.15,6801.45,450.01,83.33,83.33,50,1066.7,1516.74
42.992,183.33,7451.63,10736.71,62.5,33.33,175,725.02,380,0,12.5,0,1020.03,90,180,1450.06,2940.27,2816.91,7868.6,266.67,33.33,216.67,16.67,983.37,1700.1
44.527,33.33,9177.47,11603.95,62.5,66.67,175,387.5,100,0,0,0,340,0,100,1283.38,180,2150.14,6101.16,283.34,33.33,166.67,33.33,1383.4,1400.07
46.062,33.33,7126.49,10203.05,62.5,100,125,175,120,0,0,0,480.01,0,180,1766.76,140,2083.47,6751.43,400.01,83.33,250,0,1183.38,1000.03
47.597,50,8677.21,11537.23,12.5,50,100,225,380,0,0,0,380,80,200,1783.43,340,2683.56,6934.84,200,16.67,266.67,16.67,866.69,866.69
49.132,33.33,7226.53,9169.13,75,0,150,100,280,0,0,0,220,0,100,1350.06,280,1833.44,8052.03,366.67,16.67,116.67,33.33,1250.05,966.7
50.666,0,8277.01,9569.35,50,0,137.5,562.51,260,12.5,0,0,1660.08,50,180,1533.41,1540.07,2266.83,6801.45,416.67,50,150,0,1066.7,1250.05
52.202,33.33,9227.49,10002.93,75,50,212.5,2425.17,780.02,0,0,0,3260.32,80,420.01,1616.75,2200.15,2433.52,6384.61,300,16.67,416.67,0,1016.7,1016.7
53.738,16.67,8852.29,8568.82,75,66.67,350,4062.99,2100.13,0,12.5,0,3300.33,190,520.01,1533.41,2880.26,2366.84,6984.86,316.67,16.67,200,16.67,1116.71,1033.37
55.273,33.33,10178.03,11370.46,100,33.33,150,3887.95,1900.11,0,12.5,16.67,2920.26,210,420.01,2150.14,2180.15,2450.19,6668.06,316.67,66.67,200,16.67,1700.1,1400.07
56.808,50,11353.78,12204.36,50,100,425.01,3225.31,1280.05,0,25,0,3540.38,110,540.01,1200.04,1300.05,1750.1,6968.18,533.34,0,350,0,1216.72,1066.7
58.343,133.33,11679,10970.19,150,33.33,262.5,5725.97,1780.09,0,87.5,0,3380.35,150,520.01,1716.76,1960.12,2983.61,8218.78,366.67,66.67,316.67,66.67,1416.73,1383.4
59.878,33.33,9152.45,10703.36,187.5,50,387.5,5238.31,1680.08,0,37.5,16.67,3220.32,60,280,1016.7,1840.1,2833.58,5934.43,433.34,33.33,266.67,16.67,1116.71,1383.4
61.413,66.67,11779.06,12671.37,87.5,33.33,100,712.52,160,0,0,0,140,40,100,1866.77,400,2283.5,8202.1,450.01,50,166.67,33.33,1466.74,1183.38
62.948,50,5851,9936.23,12.5,33.33,212.5,4175.51,1220.04,0,12.5,16.67,2560.2,140,660.01,1750.09,1700.09,2316.83,6301.24,350,16.67,183.33,16.67,1183.38,1150.04
64.483,66.67,10178.03,10002.93,62.5,33.33,262.5,4413.07,1480.07,0,0,0,1920.11,150,560.01,2050.13,1500.07,2483.53,6467.97,316.67,16.67,216.67,33.33,1383.4,1250.05
66.018,33.33,11478.86,12004.22,62.5,50,300,4925.72,1380.06,0,0,0,2400.18,100,260,1766.76,1100.04,2583.54,7318.34,250,66.67,183.33,16.67,1450.07,1133.38
67.553,100,7176.51,9936.23,50,0,225,2125.13,860.02,0,0,16.67,2580.2,90,640.01,1066.7,840.02,2116.81,7401.71,383.34,66.67,200,16.67,1266.72,1200.05
69.088,0,7326.57,8668.87,87.5,66.67,300,4000.47,1040.03,0,12.5,0,2140.14,80,300,1500.07,880.02,3350.35,7568.46,400.01,50,166.67,33.33,1550.08,1166.71
70.623,83.33,8226.98,9235.83,100,0,150,2375.17,520.01,0,12.5,0,940.03,60,440.01,1966.79,560.01,2683.56,6334.59,433.34,33.33,250,16.67,1866.78,1283.39
72.158,50,9227.49,7535,112.5,33.33,137.5,2525.19,1020.03,0,0,0,1660.08,20,360,1683.42,800.02,3233.66,8385.53,466.67,33.33,233.34,16.67,1700.1,1100.04
73.694,133.33,8627.18,11036.9,0,100,312.5,3787.92,1200.04,0,87.5,0,1820.1,160,400,1333.39,1460.07,2466.86,6117.84,366.67,16.67,316.67,0,1516.74,1600.09
75.229,50,8702.22,11237.04,162.5,116.67,275,3987.97,1220.04,0,50,0,2320.16,140,400,1300.05,1080.04,1983.46,6818.12,316.67,0,216.67,50,1416.73,1416.73
76.764,100,9252.51,11070.26,37.5,66.67,212.5,3012.77,880.02,0,0,0,1980.12,40,520.01,1533.41,900.03,2350.17,6934.84,433.34,16.67,133.33,16.67,1316.72,1683.43
78.299,116.67,10903.48,12237.72,175,0,175,2100.13,480.01,0,0,0,960.03,80,460.01,1883.44,840.02,2566.87,7585.13,566.68,50,233.34,33.33,1033.37,1200.05
79.834,0,7801.78,8935.67,37.5,66.67,437.51,4838.19,1040.03,0,62.5,0,1900.11,160,580.01,2216.82,1320.05,2616.88,9035.89,466.67,50,66.67,16.67,1016.7,1216.72
81.369,33.33,9302.54,11537.23,75,16.67,225,5200.8,1060.03,12.5,62.5,33.33,3500.37,160,360,1316.72,920.03,2283.5,6284.57,1033.37,33.33,216.67,33.33,3683.78,1750.1
82.904,33.33,12079.27,9335.89,62.5,16.67,175,5463.38,1140.04,0,12.5,0,2360.17,100,340,2566.87,1180.04,3183.65,6601.36,450.01,0,183.33,16.67,1016.7,1233.38
84.439,33.33,9652.73,11503.88,50,83.33,100,1250.05,320,0,0,0,320,20,160,1000.03,120,1650.09,6334.59,483.34,66.67,250,16.67,850.02,1200.05
85.974,33.33,7651.72,8335.37,62.5,50,75,1187.54,380,0,0,0,780.02,30,260,1666.75,220,2383.51,5684.34,350,0,200,0,1033.37,1050.04
87.509,33.33,6851.37,6334.51,37.5,0,300,4250.53,1560.07,0,50,16.67,4520.62,50,440.01,1700.09,1340.06,2300.17,6317.91,416.67,33.33,183.33,16.67,1683.43,1433.4
89.044,83.33,7276.55,8235.32,37.5,66.67,175,2475.18,1120.04,37.5,37.5,16.67,5280.85,30,160,1433.4,640.01,1833.44,6217.88,350,33.33,233.34,16.67,1283.39,1300.06
90.579,33.33,11028.56,9969.58,50,0,225,2250.15,1220.04,0,0,0,4920.74,70,220,1383.39,1160.04,2016.79,5834.4,366.67,0,150,33.33,1100.04,950.03
92.114,83.33,13905.66,9169.13,125,33.33,350,4375.57,1620.08,50,50,16.67,5400.89,60,400,2050.13,920.03,2350.17,6534.67,550.01,16.67,216.67,66.67,1266.72,1200.05
93.65,33.33,12854.84,9769.46,62.5,16.67,137.5,1187.54,420.01,0,12.5,0,1020.03,20,100,1166.71,460.01,1700.09,5851.07,300,0,116.67,0,1166.71,1200.05
95.185,83.33,13705.5,11637.3,62.5,66.67,300,2100.13,640.01,0,12.5,0,6081.13,60,320,1600.08,840.02,1716.76,6868.14,366.67,100,216.67,0,1033.37,1033.37
96.72,16.67,11178.66,10469.88,87.5,0,212.5,1575.07,1060.03,25,0,0,5220.83,120,280,1166.71,1940.12,2333.5,5084.14,350,33.33,250,33.33,1116.71,1233.38
98.255,150,12829.82,9669.41,187.5,33.33,100,650.01,240,0,0,0,320,10,160,1566.74,300,2283.5,6501.32,516.68,83.33,100,0,700.02,900.03
99.79,0,7101.48,8235.32,100,66.67,100,100,420.01,0,0,0,80,0,60,1416.73,200,2250.16,5867.74,316.67,33.33,200,50,1083.37,900.03
101.325,66.67,6976.43,8201.97,187.5,116.67,100,187.5,80,0,0,0,320,0,80,933.36,220,1783.43,6434.63,383.34,100,166.67,50,1066.7,916.69
102.86,83.33,9277.52,8368.72,37.5,16.67,225,3350.33,1240.05,12.5,12.5,16.67,3000.27,90,160,1433.4,1200.04,2733.57,6251.22,300,16.67,216.67,0,1050.04,1216.72
104.395,50,9477.63,10436.52,75,83.33,150,4238.03,1260.05,12.5,12.5,0,2480.19,70,380,1366.72,1060.03,2883.59,6818.12,583.34,0,183.33,0,1366.73,1016.7
105.93,16.67,6826.37,8468.77,62.5,33.33,325,3837.94,660.01,0,12.5,0,2700.22,20,400,1533.41,1320.05,2283.5,6001.13,533.34,50,150,33.33,833.36,1583.42
107.465,50,9102.43,9702.76,62.5,66.67,437.51,3962.96,680.01,0,0,0,2620.21,80,220,950.03,880.02,1800.1,5367.57,366.67,33.33,266.67,16.67,1133.38,900.03
109,0,7551.67,9802.82,87.5,33.33,250,3250.31,620.01,0,0,0,2480.19,160,440.01,1366.72,860.02,2383.51,6701.4,450.01,0,216.67,16.67,900.03,1216.72
110.535,66.67,8352.04,11637.3,87.5,50,237.5,3550.37,780.02,0,12.5,0,2860.25,120,440.01,1066.7,1480.07,1900.11,5917.76,516.68,16.67,83.33,0,1250.05,1583.42
112.07,33.33,8101.92,9235.83,62.5,0,212.5,2575.2,620.01,37.5,12.5,0,2560.2,20,320,1266.72,940.03,2500.2,5951.11,433.34,66.67,133.33,0,816.69,1166.71
113.606,50,8627.18,9902.88,62.5,0,112.5,2062.63,260,0,0,0,1580.08,100,160,816.69,660.01,2100.14,5500.95,583.34,100,233.34,0,1466.74,1100.04
115.141,33.33,8151.95,8702.22,25,50,287.5,3475.36,800.02,0,0,0,2680.22,160,360,1600.08,940.03,2250.16,5767.71,266.67,50,250,33.33,1066.7,1066.7
116.676,16.67,5650.94,7835.13,50,0,387.5,3750.42,640.01,0,37.5,16.67,1940.11,200,320,1766.76,760.02,2166.81,6067.82,350,0,100,0,1133.38,933.36
118.211,0,10002.93,11036.9,37.5,50,162.5,4525.6,580.01,0,0,0,2000.12,210,380,1866.77,900.03,2933.6,6634.71,383.34,83.33,100,33.33,1116.71,1183.38
119.746,0,7476.64,10469.88,37.5,116.67,250,3950.46,880.02,0,0,0,1700.09,160,780.02,1166.71,620.01,1800.1,5801.05,483.34,16.67,200,0,1200.05,1033.37
121.281,0,7676.73,10403.17,137.5,0,262.5,4575.62,560.01,62.5,25,0,1500.07,120,380,1600.08,1100.04,1850.11,5584.31,483.34,50,283.34,0,1216.72,1216.72
122.816,50,8752.24,10102.99,87.5,16.67,237.5,5375.85,520.01,0,25,0,1880.11,150,300,1583.41,980.03,2333.5,5600.98,266.67,66.67,250,50,950.03,1250.05
124.351,33.33,8201.97,8335.37,112.5,33.33,325,4150.51,1000.03,0,37.5,0,1760.09,120,160,1283.38,440.01,1650.09,5050.8,366.67,33.33,266.67,16.67,1100.04,683.35
125.886,16.67,7101.48,9769.46,75,16.67,287.5,5851.01,900.02,0,50,0,2220.15,170,320,1316.72,1160.04,2416.85,6668.06,350,0,150,16.67,1316.72,1416.73
127.421,33.33,8327.03,9902.88,50,0,225,4213.02,540.01,0,25,0,1680.09,100,440.01,1483.4,860.02,2750.24,7134.93,433.34,50,183.33,16.67,900.03,1400.07
128.956,33.33,7651.72,10336.47,87.5,50,175,5838.51,740.02,0,25,0,2320.16,270,660.01,1450.06,980.03,2366.84,6167.86,316.67,16.67,166.67,0,766.69,1383.4
130.491,66.67,7676.73,10936.84,137.5,16.67,325,4313.05,760.02,0,12.5,16.67,2340.17,120,340,1383.39,1040.03,2216.82,5417.59,433.34,16.67,166.67,16.67,1433.4,866.69
132.026,66.67,9777.8,10870.13,62.5,83.33,262.5,5288.33,1180.04,0,12.5,16.67,3180.31,70,380,1116.71,1120.04,2100.14,6034.47,200,16.67,216.67,0,1100.04,883.36
133.562,16.67,7651.72,9936.23,37.5,50,362.5,4000.47,780.02,0,12.5,16.67,3040.28,130,400,1766.76,860.02,1716.76,5300.88,383.34,50,250,16.67,966.7,1033.37
135.097,50,8902.32,11470.52,87.5,16.67,412.51,3700.4,740.02,0,0,0,2500.19,70,360,1283.38,1200.04,1850.11,5634.33,283.34,33.33,166.67,0,1150.04,1233.38
136.632,66.67,8627.18,10469.88,75,66.67,125,4400.57,820.02,0,50,0,1580.08,130,360,1400.06,900.03,2416.85,4917.42,300,16.67,300,50,750.02,1100.04
138.167,83.33,8377.06,11203.68,25,50,337.5,3800.43,540.01,0,0,50,1740.09,110,240,1533.41,940.03,1966.79,6701.4,216.67,0,83.33,16.67,1166.71,1233.38
139.702,100,7576.68,11203.68,50,0,400,3762.92,380,12.5,37.5,0,1520.07,180,320,1183.38,600.01,2433.52,6301.24,300,116.67,116.67,16.67,1000.03,733.35
141.237,50,10703.35,12804.8,50,83.33,275,4375.57,460.01,25,0,0,2020.12,110,260,1533.41,600.01,2083.47,6467.97,366.67,50,116.67,33.33,1000.03,1083.37
142.772,0,7701.74,8001.88,87.5,0,262.5,6538.76,460.01,0,25,0,880.02,110,380,1266.72,320,2166.81,5734.36,366.67,66.67,166.67,33.33,1400.06,983.37
144.307,116.67,8101.92,9569.35,75,133.33,212.5,5013.24,700.01,0,25,0,1260.05,150,480.01,1200.04,840.02,2116.81,6926.5,283.34,33.33,233.34,33.33,1000.03,783.35
145.842,16.67,6251.14,9869.52,37.5,33.33,250,5638.44,520.01,0,12.5,0,1520.07,140,340,1350.06,820.02,1916.78,5834.4,116.67,33.33,166.67,66.67,783.35,733.35
147.377,83.33,10027.95,10069.64,137.5,83.33,387.5,4037.98,360,25,37.5,0,2180.14,240,220,2066.8,960.03,2533.53,5284.21,400.01,16.67,283.34,0,1133.38,1166.71
148.912,16.67,8727.23,9836.17,25,0,450.01,4775.67,540.01,0,0,0,1720.09,90,220,1400.06,580.01,1966.79,4900.75,333.34,0,366.67,16.67,1466.74,883.36
150.447,50,11754.05,10603.3,25,0,312.5,4500.6,600.01,0,25,0,1860.11,100,280,1250.05,700.02,1866.78,5667.67,550.01,16.67,133.33,0,1966.79,1333.39
151.983,33.33,10128,8668.87,100,16.67,212.5,5400.86,860.02,0,12.5,0,1400.06,140,220,1516.74,400,2016.79,5534.29,283.34,50,183.33,33.33,1266.72,1500.08
153.518,66.67,8176.96,10736.71,62.5,50,275,4238.03,780.02,0,25,0,1680.09,80,320,1433.4,420.01,1733.43,4300.58,150,50,316.67,33.33,933.36,1216.72
155.053,150,10928.5,7868.48,112.5,16.67,212.5,5763.48,620.01,0,37.5,0,1680.09,80,380,1383.39,680.01,2683.56,5334.22,400.01,83.33,250,0,833.36,800.02
156.588,0,8777.26,7735.09,62.5,0,212.5,3644.14,860.02,0,0,0,1360.06,100,320,2000.12,740.02,1616.75,5400.91,350,16.67,183.33,16.67,883.36,1116.71
158.123,0,9452.62,10469.88,0,66.67,250,4375.57,420.01,0,0,16.67,1740.09,100,320,2100.14,1140.04,2316.83,6267.9,366.67,50,250,33.33,1366.73,1083.37
159.658,0,8452.09,9202.48,37.5,83.33,175,4250.53,460.01,12.5,50,16.67,1360.06,100,300,1600.08,680.01,1966.79,5867.74,383.34,0,283.34,0,866.69,1283.39
161.193,0,7976.86,9235.83,50,66.67,175,3262.81,400,0,25,0,1400.06,120,200,1433.4,800.02,1983.46,5084.14,216.67,33.33,216.67,33.33,1183.38,966.7
162.728,16.67,7876.82,7101.48,50,0,275,5450.88,860.02,0,25,0,1740.09,170,400,1316.72,960.03,2033.46,5017.45,266.67,50,200,0,816.69,766.69
164.263,83.33,8652.19,9669.41,75,66.67,225,3650.39,620.01,0,37.5,0,1920.11,200,280,1400.06,1260.05,2066.8,6417.96,233.34,0,300,16.67,1233.38,950.03
165.798,33.33,7851.81,8468.77,37.5,16.67,187.5,3275.32,620.01,0,0,0,2100.13,120,240,1666.75,700.02,2750.24,5567.64,450.01,16.67,166.67,50,1066.7,1100.04
167.333,66.67,8827.28,10536.59,75,133.33,175,1975.12,400,0,0,0,380,40,120,1350.06,400,2016.79,5417.59,283.34,16.67,166.67,0,883.36,1066.7
168.868,0,4300.54,4867.36,0,16.67,50,150,80,0,0,0,200,10,100,1216.71,380,1883.44,4800.72,300,16.67,166.67,0,1066.7,1500.08
170.403,83.33,7876.82,8402.07,37.5,66.67,75,1175.04,300,0,12.5,0,1080.04,30,360,1266.72,220,2000.13,6134.51,333.34,16.67,233.34,33.33,950.03,750.02
171.939,50,11403.81,5867.68,62.5,33.33,237.5,987.53,420.01,0,0,0,1500.07,0,280,1333.39,220,2066.8,5584.31,433.34,83.33,66.67,33.33,933.36,1283.39
173.474,50,5650.94,7434.96,75,16.67,162.5,612.51,300,0,0,50,620.01,20,160,1633.42,380,2083.47,6401.28,416.67,83.33,200,0,933.36,1350.06
175.009,16.67,7951.85,8468.77,37.5,0,225,2737.72,460.01,0,12.5,0,3580.39,110,440.01,1366.72,980.03,2333.5,5884.42,450.01,0,250,16.67,983.37,816.69
176.544,33.33,8727.23,10569.94,25,50,225,3712.91,960.03,0,0,0,2280.16,250,400,1400.06,640.01,2250.16,5417.59,300,33.33,116.67,16.67,1066.7,933.36
178.079,16.67,7451.63,7668.39,125,50,212.5,3262.81,780.02,0,62.5,0,1860.11,120,220,1733.43,840.02,1716.76,5951.11,416.67,16.67,233.34,16.67,966.7,1150.04
179.614,16.67,8777.26,8201.97,12.5,66.67,300,4075.49,780.02,0,0,0,1720.09,140,440.01,1216.71,600.01,2483.53,5167.5,333.34,0,133.33,0,1383.4,916.69
181.149,50,8176.96,7868.48,37.5,100,212.5,4800.68,580.01,0,37.5,0,2020.12,140,440.01,1883.44,1000.03,1950.12,6034.47,183.33,16.67,183.33,16.67,916.69,1033.37
182.684,50,7576.68,10169.7,25,0,250,3912.95,500.01,0,0,0,1780.1,50,340,1583.41,740.02,2400.18,5350.9,216.67,0,250,16.67,966.7,783.35
184.219,33.33,7976.86,9802.82,100,50,150,3975.47,460.01,0,0,0,2120.14,90,540.01,1400.06,720.02,2316.83,5450.93,316.67,33.33,283.34,16.67,1266.72,1050.04
185.754,100,7951.85,8768.92,125,33.33,237.5,3825.43,540.01,0,0,0,1820.1,210,280,1350.06,720.02,2133.48,5584.31,400.01,16.67,233.34,33.33,1300.06,1100.04
187.289,0,6376.19,8969.02,25,0,237.5,3562.88,520.01,0,12.5,16.67,2080.13,140,320,2216.82,860.02,1883.44,5584.31,333.34,0,133.33,0,1250.05,916.69
188.824,83.33,8477.11,9369.24,75,66.67,225,3562.88,480.01,0,0,0,1760.09,200,480.01,1316.72,1000.03,2666.89,5334.22,366.67,66.67,266.67,0,1000.03,1216.72
190.359,50,7251.54,8668.87,112.5,16.67,175,4062.99,760.02,12.5,37.5,0,1520.07,140,560.01,1216.71,800.02,2200.15,6134.51,216.67,16.67,333.34,16.67,800.02,916.69
191.895,0,8877.31,10436.52,75,33.33,337.5,3662.9,800.02,0,0,0,1620.08,100,320,1900.11,560.01,1800.1,4533.98,266.67,16.67,133.33,0,900.03,850.02
193.43,33.33,8126.93,9702.76,87.5,16.67,275,4463.09,400,0,0,0,1800.1,70,420.01,1400.06,660.01,2100.14,6568.02,383.34,33.33,100,0,1233.38,1016.7
