D:\Sandra\Metapanda\laser\Laser-Ni-Xlens-H2He-04072022-tissu01-51T-OC-1.b\01-51T-OC-87.d,,,,,,,,,,,,,,,,,,,,,,,,
Intensity Vs Time,CPS,,,,,,,,,,,,,,,,,,,,,,,
Acquired      : 2022-07-05 02:18:33 using Batch Laser-Ni-Xlens-H2He-04072022-tissu01-51T-OC-1.b,,,,,,,,,,,,,,,,,,,,,,,,
Time [Sec],Cr53,Fe54,Mn55,Co59,Ni60,Cu63,Zn64,Ge72,As75,Se78,Mo98,Rh103,Cd111,In113,Sb121,Te126,La139,Ce140,Gd157,Pt195,Hg202,Tl205,Pb208,U238
1.546,0,175,0,0,33.33,100,0,0,0,25,0,2740.23,80,680.01,1650.08,820.02,1733.43,6534.67,350,16.67,16.67,33.33,633.35,1466.74
3.081,66.67,8552.14,10269.76,100,33.33,25,237.5,260,12.5,0,33.33,220,10,180,1283.38,80,2283.5,7335.02,183.33,16.67,116.67,0,700.02,816.69
4.616,50,4975.73,8068.58,37.5,0,87.5,50,140,0,0,0,320,20,220,1200.04,100,2183.48,5984.45,266.67,16.67,150,0,783.35,850.02
6.151,16.67,6551.26,10036.29,87.5,116.67,137.5,125,140,0,0,0,440.01,0,260,1783.43,620.01,2716.9,6251.22,483.34,0,216.67,0,966.7,983.37
7.686,116.67,6376.19,8702.22,62.5,33.33,37.5,100,300,0,0,16.67,340,0,160,1583.41,80,1783.43,7068.23,333.34,16.67,150,16.67,933.36,1200.05
9.221,100,7026.45,9202.48,62.5,16.67,225,187.5,340,25,0,0,420.01,10,260,1316.72,420.01,2216.82,6951.51,300,66.67,216.67,0,1150.04,1316.72
10.756,33.33,6351.18,8768.92,50,50,50,100,320,0,0,0,280,30,220,1050.03,520.01,2566.87,6734.75,216.67,16.67,100,0,1116.71,1500.08
12.291,66.67,7676.73,10703.36,112.5,0,175,137.5,180,12.5,0,0,460.01,0,160,1166.71,320,2200.15,7368.36,366.67,16.67,166.67,33.33,1033.37,1100.04
13.826,83.33,6476.23,8168.62,162.5,0,175,100,160,0,0,16.67,240,0,0,1400.06,120,1933.45,5617.65,383.34,33.33,166.67,0,983.37,1316.72
15.361,116.67,5951.04,8935.67,50,16.67,112.5,50,200,0,0,0,240,20,380,1950.12,260,2416.85,6234.55,350,16.67,216.67,16.67,900.03,1033.37
16.896,16.67,7101.48,7735.09,62.5,16.67,150,62.5,140,0,0,0,180,40,160,1216.71,100,2333.5,5734.36,300,50,100,33.33,1050.04,800.02
18.431,66.67,8252,9669.41,50,50,75,162.5,480.01,0,0,16.67,660.01,40,280,1600.08,340,1966.79,6901.49,266.67,66.67,166.67,0,1133.38,1066.7
19.966,83.33,7576.68,10269.76,100,66.67,150,87.5,260,0,0,0,120,0,140,1166.71,220,2466.86,6701.4,283.34,0,183.33,16.67,1116.71,1100.04
21.502,0,7101.48,8868.97,50,33.33,87.5,87.5,200,0,0,0,220,10,120,1100.04,100,2133.48,6284.57,383.34,0,116.67,33.33,833.36,1116.71
23.037,33.33,6501.24,7701.74,87.5,16.67,200,100,260,12.5,0,0,60,0,300,1466.73,100,2250.16,6051.14,316.67,16.67,233.34,33.33,850.02,1483.41
24.572,33.33,7426.62,9536,50,33.33,25,62.5,40,0,0,0,120,10,100,1116.71,240,2283.5,6367.94,300,33.33,233.34,0,1300.06,1083.37
26.107,16.67,8076.91,8335.37,137.5,33.33,112.5,150,200,37.5,0,0,260,0,100,1083.37,220,2450.19,5867.74,450.01,16.67,100,33.33,666.68,1083.37
27.642,16.67,6676.3,10036.29,75,33.33,137.5,87.5,180,0,0,0,120,30,140,950.03,320,2100.14,6818.12,300,66.67,266.67,16.67,866.69,883.36
29.177,0,6451.22,8535.47,37.5,0,62.5,37.5,160,0,0,0,300,0,160,1183.38,220,2033.46,7451.74,300,50,150,0,950.03,1033.37
30.712,16.67,5425.86,8302.02,75,33.33,150,87.5,80,0,0,0,240,0,240,1750.09,620.01,2766.91,7618.48,333.34,50,200,16.67,1066.7,1416.73
32.247,66.67,6801.36,10069.64,100,16.67,87.5,62.5,160,0,0,50,300,10,260,1016.7,280,2000.13,6334.59,266.67,116.67,150,0,750.02,983.37
33.782,33.33,6426.21,8268.67,62.5,50,87.5,112.5,60,0,0,0,260,10,140,1516.74,300,1750.1,6017.8,450.01,16.67,83.33,0,833.36,1166.71
35.317,16.67,6276.15,8335.37,37.5,16.67,125,137.5,80,0,0,0,180,0,20,1216.71,200,2183.48,4967.44,483.34,16.67,133.33,0,600.01,1183.38
36.852,66.67,5725.96,7768.44,100,0,75,112.5,160,0,0,0,340,0,180,1216.71,80,2100.14,5467.6,283.34,33.33,133.33,0,933.36,1033.37
38.387,66.67,4950.72,6401.2,75,0,112.5,112.5,220,0,0,0,260,0,120,916.69,220,1850.11,5134.16,300,0,100,0,833.36,1283.39
39.922,50,6001.05,8035.23,100,33.33,175,62.5,20,0,0,0,220,40,100,1516.74,160,1866.78,5517.62,316.67,50,50,0,1066.7,1416.73
41.458,33.33,5750.97,6834.7,62.5,33.33,125,362.5,180,0,0,0,560.01,20,100,1483.4,400,2150.14,6134.51,300,16.67,150,33.33,933.36,1166.71
42.993,0,9327.55,9902.88,75,116.67,537.51,725.02,240,0,0,0,760.02,30,300,1550.07,860.02,2433.52,5934.43,266.67,0,133.33,16.67,1166.71,1166.71
44.528,16.67,7051.46,8768.92,37.5,66.67,437.51,2112.63,680.01,0,0,0,1320.05,20,300,1266.72,300,2100.14,8368.86,333.34,0,100,16.67,1150.04,1616.75
46.063,16.67,6851.37,10136.34,50,0,225,237.5,160,0,12.5,0,200,40,60,1150.04,80,2366.84,5701.02,383.34,0,166.67,50,1166.71,850.02
47.598,33.33,5225.8,8368.72,125,50,75,212.5,200,0,0,16.67,340,20,200,1266.72,360,2516.86,6384.61,416.67,16.67,183.33,16.67,1000.03,1233.38
49.133,50,7401.6,10603.3,100,16.67,162.5,587.51,160,0,0,33.33,400,0,140,1450.06,480.01,2300.17,7718.53,366.67,50,66.67,0,1133.38,1066.7
50.668,100,7051.46,8868.97,62.5,33.33,325,1875.1,880.02,0,25,0,1760.09,40,300,1450.06,3800.45,2666.89,5917.76,366.67,0,250,100,1050.04,1666.76
52.202,66.67,8827.28,8668.87,50,33.33,400,2887.75,1000.03,0,12.5,0,1400.06,100,640.01,1800.1,2600.21,2766.91,7168.27,566.68,16.67,150,0,1250.05,1483.41
53.738,33.33,9852.84,9902.88,50,100,275,2625.2,1180.04,0,12.5,0,1520.07,100,360,1716.76,2300.16,2516.86,5851.07,550.01,50,266.67,0,1150.04,1466.74
55.273,0,8502.12,9636.06,50,33.33,312.5,2600.2,560.01,0,12.5,16.67,1600.08,60,340,1433.4,1260.05,2150.14,5967.78,350,0,216.67,50,1066.7,1400.07
56.808,50,7351.58,6467.89,50,66.67,300,3087.78,1060.03,0,62.5,0,1620.08,70,280,1366.72,1680.09,2250.16,5534.29,383.34,16.67,150,33.33,916.69,1066.7
58.343,33.33,8352.04,8268.67,25,16.67,225,2912.75,740.02,0,0,16.67,1560.07,130,560.01,1866.77,1400.06,2266.83,7501.76,566.68,50,116.67,66.67,1000.03,1350.06
59.878,83.33,10453.2,9669.41,112.5,50,237.5,3337.83,760.02,12.5,12.5,0,1800.1,100,400,1883.44,2040.13,2683.56,6868.14,550.01,0,216.67,50,1516.74,1483.41
61.414,83.33,9452.62,10102.99,62.5,16.67,300,3200.3,980.03,25,0,33.33,1600.08,160,260,1133.37,1700.09,2116.81,6651.38,483.34,33.33,266.67,0,1100.04,1050.04
62.949,150,10052.96,8935.67,87.5,16.67,300,3262.81,1100.04,12.5,0,0,2260.16,150,440.01,1383.39,1180.04,2216.82,5717.69,250,0,183.33,0,950.03,1300.06
64.484,66.67,8952.35,9769.46,125,16.67,350,3375.34,1200.04,0,12.5,0,1860.11,130,240,1433.4,1280.05,2350.17,7051.55,283.34,0,333.34,50,1533.41,1300.06
66.019,83.33,8302.02,8935.67,75,0,400,3425.35,1520.07,0,25,0,1480.07,130,600.01,1050.03,920.03,2333.5,7001.53,516.68,16.67,350,0,1433.4,1400.07
67.554,33.33,9127.44,10002.93,125,33.33,225,4538.11,860.02,0,37.5,0,1520.07,140,180,1750.09,580.01,2450.19,6968.18,366.67,50,266.67,0,933.36,1300.06
