D:\Sandra\Metapanda\laser\Laser-Ni-Xlens-H2He-04072022-tissu01-51T-OC-1.b\01-51T-OC-88.d,,,,,,,,,,,,,,,,,,,,,,,,
Intensity Vs Time,CPS,,,,,,,,,,,,,,,,,,,,,,,
Acquired      : 2022-07-05 02:23:30 using Batch Laser-Ni-Xlens-H2He-04072022-tissu01-51T-OC-1.b,,,,,,,,,,,,,,,,,,,,,,,,
Time [Sec],Cr53,Fe54,Mn55,Co59,Ni60,Cu63,Zn64,Ge72,As75,Se78,Mo98,Rh103,Cd111,In113,Sb121,Te126,La139,Ce140,Gd157,Pt195,Hg202,Tl205,Pb208,U238
1.545,0,175,0,0,50,75,0,60,0,0,0,2580.2,70,500.01,2866.92,540.01,1650.09,6701.4,466.67,50,133.33,0,750.02,1166.71
3.08,100,8201.97,67198.78,12.5,50,125,175,140,12.5,0,16.67,200,40,120,1583.41,280,2266.83,6501.32,333.34,33.33,33.33,50,850.02,1100.04
4.615,50,6576.27,9335.89,25,66.67,137.5,75,60,0,0,0,140,20,140,1400.06,180,2716.9,6868.14,366.67,16.67,183.33,33.33,833.36,1433.4
6.15,0,6751.34,8768.92,37.5,16.67,175,50,60,0,0,16.67,400,20,300,2050.13,620.01,2583.54,7501.76,583.34,33.33,233.34,33.33,1166.71,1383.4
7.685,16.67,7151.5,8568.82,100,33.33,187.5,162.5,200,0,0,0,500.01,20,280,1216.71,260,2733.57,7051.55,416.67,33.33,100,50,1100.04,1216.72
9.22,50,7526.66,9235.83,37.5,16.67,100,175,240,0,0,0,520.01,0,160,1116.71,160,2366.84,6718.08,383.34,0,133.33,33.33,883.36,866.69
10.755,16.67,6026.06,8201.97,37.5,0,87.5,62.5,340,25,0,33.33,280,10,140,1166.71,140,2183.48,7184.95,533.34,0,183.33,0,1050.04,1083.37
12.29,66.67,6076.08,8935.67,75,0,12.5,112.5,120,0,0,0,220,10,160,1316.72,300,2133.48,6751.43,366.67,66.67,50,0,866.69,1233.38
13.825,50,7151.5,8868.97,125,50,137.5,125,300,0,0,16.67,220,60,240,1433.4,240,2483.53,6701.4,450.01,16.67,150,0,966.7,966.7
15.361,0,6201.13,7601.69,12.5,33.33,100,25,100,0,0,16.67,300,10,140,1100.04,120,2566.87,6801.45,333.34,16.67,66.67,0,833.36,933.36
16.896,16.67,6401.2,9469.29,100,66.67,187.5,37.5,80,0,0,0,180,10,180,1566.74,340,2050.13,7318.34,316.67,0,183.33,16.67,1000.03,1200.05
18.431,33.33,7876.82,9736.11,87.5,0,100,112.5,240,25,0,16.67,300,0,80,1300.05,200,2466.86,6851.47,566.68,50,166.67,33.33,833.36,1300.06
19.966,50,6676.3,9769.46,62.5,16.67,75,75,340,0,0,0,200,10,100,1416.73,320,2550.2,6251.22,366.67,33.33,66.67,16.67,983.37,1483.41
21.501,0,6251.14,9435.94,62.5,0,137.5,200,100,0,0,0,160,20,40,1183.38,340,2400.18,6934.84,450.01,66.67,133.33,0,1100.04,1100.04
23.036,50,6676.3,9102.43,37.5,33.33,62.5,112.5,140,0,0,0,200,10,280,1283.38,240,2466.86,6384.61,416.67,16.67,233.34,0,700.02,1033.37
24.571,66.67,5475.88,7434.96,12.5,0,87.5,75,60,12.5,0,33.33,120,10,100,1416.73,220,2233.49,5851.07,433.34,0,233.34,33.33,950.03,1016.7
26.106,16.67,7101.48,9135.78,87.5,16.67,62.5,100,60,12.5,0,0,220,0,60,1383.39,380,2500.2,5951.11,450.01,33.33,216.67,0,1116.71,1200.05
27.641,50,6501.24,8435.42,112.5,50,100,125,200,0,0,0,360,20,340,1533.41,160,1850.11,5184.17,200,33.33,116.67,16.67,816.69,1133.38
29.176,33.33,7801.78,9135.78,100,33.33,137.5,50,120,12.5,0,0,260,10,120,1450.06,400,1683.42,6167.86,333.34,0,166.67,33.33,816.69,933.36
30.711,83.33,6401.2,8835.62,12.5,33.33,162.5,100,120,0,0,0,260,30,200,1466.73,360,2283.5,5767.71,400.01,0,166.67,0,616.68,1266.72
32.246,50,6726.33,8302.02,12.5,50,125,150,120,0,0,33.33,260,20,240,1366.72,380,1783.43,5834.4,533.34,83.33,200,0,716.68,1316.72
33.781,66.67,5976.05,9235.83,87.5,83.33,112.5,75,80,0,0,0,300,0,20,883.36,100,2916.93,5384.24,483.34,0,233.34,50,650.01,933.36
35.317,0,6051.07,8335.37,100,50,125,112.5,140,0,0,0,100,40,80,900.03,180,1583.41,5784.38,250,0,200,33.33,1050.04,1066.7
