D:\Sandra\Metapanda\laser\Laser-Ni-Xlens-H2He-12072022-Calibration7.b\100ppm-cal7-3.d,,,,,,,,,,,,,,,,,,,
Intensity Vs Time,CPS,,,,,,,,,,,,,,,,,,
Acquired      : 2022-07-12 18:08:36 using Batch Laser-Ni-Xlens-H2He-12072022-Calibration7.b,,,,,,,,,,,,,,,,,,,
Time [Sec],Cr53,Co59,Ni60,Cu63,Zn64,Ge72,As75,Se78,Mo98,Rh103,Cd111,Sb121,Te126,Gd157,Pt195,Hg202,Tl205,Pb208,U238
1.328,0,0,0,1350.05,0,0,0,0,0,66.67,4510.62,5884.4,5500.94,333.34,3283.68,133.33,0,483.34,800.02
2.646,66.67,4087.99,483.34,7026.46,10090.51,1150.04,12.5,462.51,2366.84,3550.38,970.03,2666.89,2283.49,266.67,3533.74,200,0,466.67,816.69
3.964,33.33,3487.86,433.34,5951.04,8789.78,1333.39,0,375,1650.08,4884.06,1840.1,3083.63,2083.47,333.34,5484.31,233.34,33.33,433.34,833.36
5.282,33.33,4350.56,450.01,7139,10740.91,1016.7,0,275,2916.92,3550.38,1540.07,3000.28,1983.46,416.67,4100.55,133.33,16.67,333.34,633.35
6.6,33.33,3187.8,316.67,7951.87,9765.31,1233.38,50,700.01,2600.21,4550.63,1540.07,3333.68,2200.15,283.34,4617.36,183.33,33.33,250,766.69
7.918,16.67,3612.88,916.69,8714.74,10640.84,1400.06,0,600.01,2633.54,3833.78,1200.04,3066.96,2116.81,233.34,4617.36,116.67,0,383.34,750.02
9.236,83.33,3850.44,583.34,5663.45,11366.31,1183.37,12.5,387.5,1900.11,4267.22,1470.07,3633.74,2850.25,183.33,3150.32,250,50,250,716.68
10.554,16.67,3412.84,450.01,8327.05,9977.94,1200.04,12.5,712.52,3216.98,4617.32,1270.05,3200.32,1883.44,500.01,4567.35,116.67,0,683.35,766.69
11.872,33.33,4075.49,583.34,5988.56,10503.26,1166.71,12.5,412.51,2433.51,3767.1,1350.06,2616.88,1916.78,200,4050.53,116.67,50,200,816.69
13.19,0,4288.04,616.68,7139,9727.79,1066.7,0,300,3283.66,4083.84,1140.04,2383.51,1833.44,450.01,4650.7,266.67,16.67,250,816.69
14.508,16.67,4200.52,266.67,6388.7,10553.29,1150.04,25,462.51,3350.34,4867.39,1290.05,3683.75,1900.11,416.67,4217.25,150,33.33,350,666.68
15.827,50,3550.37,533.34,6701.32,10478.24,883.36,0,437.51,2800.24,5250.84,1510.07,3016.95,1416.73,200,3650.43,200,0,450.01,950.03
17.145,33.33,3400.34,566.68,7626.72,10303.13,1033.37,0,337.5,3450.36,5384.22,1060.03,3083.63,1900.11,333.34,3550.41,200,0,200,616.68
18.463,33.33,4675.64,550.01,6601.28,12204.4,916.69,0,537.51,3183.64,5600.96,1790.1,2800.24,1383.39,250,4567.35,166.67,16.67,533.34,816.69
19.781,166.67,4087.99,316.67,8214.49,9652.75,1416.73,12.5,337.5,2316.83,7218.25,1490.07,3750.43,1850.11,500.01,5084.17,66.67,33.33,366.67,950.03
21.098,16.67,3050.27,300,8151.96,10916.02,1016.7,0,625.01,2066.8,4900.73,1630.08,2483.52,1783.43,300,3467.06,216.67,16.67,433.34,783.35
22.417,0,4037.98,466.67,8051.91,11141.16,983.36,0,787.52,3433.69,4767.36,1370.06,3033.62,2000.12,516.68,6384.66,216.67,0,450.01,633.35
23.735,16.67,3462.85,466.67,8777.27,9039.91,1133.37,12.5,375,2083.46,3617.06,1290.05,2766.9,2083.47,300,6251.27,133.33,50,383.34,766.69
25.053,16.67,4275.54,483.34,7926.85,12429.56,1016.7,12.5,275,2600.21,5667.64,1480.07,2700.22,1566.74,233.34,5901.13,116.67,0,366.67,733.35
26.371,66.67,3062.78,383.34,6938.92,11766.59,1683.42,0,500.01,3400.35,3750.43,1640.08,2766.9,2083.47,450.01,5000.81,116.67,0,600.01,716.68
27.689,33.33,3462.85,466.67,7714.26,10815.95,1150.04,12.5,325,2250.15,5084.12,1430.06,3066.96,1833.44,233.34,7268.39,200,16.67,400.01,783.35
29.007,16.67,3825.43,566.68,7101.49,13267.69,1533.4,0,662.51,2516.86,5017.43,1600.08,2500.19,1800.1,400.01,7168.34,233.34,16.67,583.34,966.7
30.325,33.33,3412.84,566.68,8427.1,11628.99,1250.05,25,862.52,1616.75,6367.9,1420.06,3583.73,1900.11,366.67,6668.11,150,0,616.68,716.68
31.643,83.33,3787.92,433.34,6101.1,11116.15,1316.72,12.5,500.01,3417.02,4884.06,1400.06,2966.94,1983.46,516.68,6584.74,250,0,300,583.34
32.961,33.33,3712.91,516.67,7389.11,10865.98,1550.07,0,537.51,3216.98,4700.67,1360.06,2850.25,1583.41,450.01,6017.85,166.67,0,383.34,600.01
34.279,150,3662.89,300,6526.26,11241.23,1450.06,0,462.51,3300.33,6051.11,1540.07,2716.89,1616.75,383.34,3383.71,166.67,0,416.67,816.69
35.597,150,3950.46,516.67,7976.88,12767.31,1150.04,0,475.01,2800.24,4750.69,1430.06,3867.13,1516.74,300,4984.14,366.67,16.67,450.01,633.35
