D:\Sandra\Metapanda\laser\Laser-Ni-Xlens-H2He-12072022-Calibration7.b\300ppm-cal7-3.d,,,,,,,,,,,,,,,,,,,
Intensity Vs Time,CPS,,,,,,,,,,,,,,,,,,
Acquired      : 2022-07-12 18:21:19 using Batch Laser-Ni-Xlens-H2He-12072022-Calibration7.b,,,,,,,,,,,,,,,,,,,
Time [Sec],Cr53,Co59,Ni60,Cu63,Zn64,Ge72,As75,Se78,Mo98,Rh103,Cd111,Sb121,Te126,Gd157,Pt195,Hg202,Tl205,Pb208,U238
1.328,0,0,0,1500.07,0,33.33,0,0,4150.52,23817.25,16178.01,5450.92,1483.4,283.34,15541.19,150,0,550.01,633.35
2.646,50,9102.44,1300.05,16357.89,29538.24,1233.38,12.5,1262.55,7084.85,3033.61,3230.32,3583.73,1100.04,466.67,11187.4,250,0,750.02,1250.05
3.964,16.67,7013.95,1150.04,15194.31,29876.33,1216.71,0,1075.03,6067.78,3983.82,3740.43,3383.69,1166.71,450.01,12822.02,200,16.67,933.36,950.03
5.282,16.67,8126.94,1150.04,18384.97,30377.22,1016.7,12.5,1325.05,7535.05,4250.55,3420.36,3333.68,666.68,633.35,12688.57,250,33.33,616.68,1433.4
6.6,33.33,11066.1,1066.7,14806.47,28198.46,1033.37,0,1250.05,6918.12,3383.68,3090.29,2616.88,1183.38,416.67,13589.34,100,0,466.67,1133.38
7.918,83.33,10378.17,1150.04,15882.44,22640.12,800.02,0,1212.54,8435.49,4067.17,3575.39,3633.74,1416.73,300,11387.55,216.67,66.67,433.34,533.34
9.236,16.67,11578.94,1100.04,16057.61,22627.61,1333.39,0,987.53,7935.24,3917.13,3810.44,3667.08,850.02,400.01,13489.25,250,0,733.35,883.36
10.554,16.67,8389.57,1133.37,18948.09,25631.88,1033.37,0,937.53,7718.47,4250.55,3610.4,3367.02,1283.38,416.67,12822.02,150,33.33,800.02,816.69
11.872,0,9127.45,1166.71,16245.28,22389.79,1083.37,0,1212.54,8118.66,3450.36,4010.49,3467.04,1050.03,283.34,11304.16,166.67,66.67,783.35,1033.37
13.19,0,8977.37,1016.7,16795.82,29225.2,1083.37,12.5,950.03,8385.46,4834.04,3180.31,3400.36,1016.7,400.01,14723.72,200,83.33,516.68,833.36
