D:\Sandra\Metapanda\laser\Laser-Ni-Xlens-H2He-12072022-Calibration7.b\300ppm-cal7-2.d,,,,,,,,,,,,,,,,,,,
Intensity Vs Time,CPS,,,,,,,,,,,,,,,,,,
Acquired      : 2022-07-12 18:17:12 using Batch Laser-Ni-Xlens-H2He-12072022-Calibration7.b,,,,,,,,,,,,,,,,,,,
Time [Sec],Cr53,Co59,Ni60,Cu63,Zn64,Ge72,As75,Se78,Mo98,Rh103,Cd111,Sb121,Te126,Gd157,Pt195,Hg202,Tl205,Pb208,U238
1.328,0,0,0,1587.57,0,0,0,0,13572.25,34135.41,12404.71,5267.52,1316.72,500.01,13489.25,166.67,16.67,433.34,850.02
2.646,33.33,10228.07,966.69,20074.38,26458.15,883.36,0,1400.06,7685.12,4550.63,3650.41,3317.01,1400.06,566.68,14156.52,200,33.33,533.34,983.37
3.964,16.67,8727.24,1100.04,18560.16,29650.93,1166.71,0,1350.05,6601.32,3917.13,2480.19,3483.71,1316.72,366.67,11337.52,250,16.67,716.68,816.69
5.282,16.67,9715.28,1100.04,16733.26,28135.85,800.02,25,1275.05,8085.31,4583.97,3670.41,3283.67,1266.72,333.34,14239.93,150,0,716.68,950.03
6.6,66.67,8677.22,1200.04,16858.38,30627.67,1066.7,12.5,1225.04,8318.76,4884.06,3150.3,3717.09,1300.05,300,14039.75,216.67,0,366.67,883.36
7.919,50,9827.84,1033.36,15019.15,25469.13,1416.73,0,1062.53,8152.01,4233.88,4410.6,3300.34,1150.04,283.34,9936.55,200,0,616.68,833.36
9.237,16.67,9402.6,1400.06,16432.96,27660.07,1100.04,12.5,1462.56,7001.49,3550.38,3250.32,3066.96,1166.71,400.01,13305.76,150,0,450.01,833.36
10.555,50,9965.42,866.69,15707.28,26583.35,1000.03,12.5,937.53,7985.27,4483.95,3420.36,3083.63,1366.72,450.01,12004.69,166.67,16.67,733.35,1050.04
11.873,50,9415.11,1066.7,17671.71,30878.13,1383.39,0,1175.04,6901.44,3817.11,3430.36,3000.28,1300.05,400.01,12805.33,183.33,33.33,600.01,1033.37
13.191,83.33,8627.19,1283.38,16370.4,25719.52,1050.03,0,1225.04,6617.99,5167.48,4330.57,3150.31,1416.73,383.34,11003.94,300,16.67,666.68,783.35
14.509,83.33,8714.73,1283.38,16983.51,30226.95,1416.73,12.5,1200.04,6284.53,4767.36,3760.43,3016.95,1283.38,416.67,13355.8,166.67,0,533.34,600.01
15.827,16.67,9827.84,1533.4,19398.6,30051.64,1116.7,0,1162.54,7518.38,4050.5,3560.39,3066.96,1450.07,350,12321.61,333.34,0,550.01,916.69
17.145,16.67,8239.5,1083.37,13980.76,30514.96,916.69,25,1425.06,7084.85,4800.7,3575.39,2533.53,1416.73,233.34,12121.45,200,50,300,1000.03
18.463,50,8727.24,966.69,18735.35,33808.71,800.02,0,1312.55,6984.81,4517.29,3580.39,3433.7,1616.75,366.67,12838.7,133.33,0,466.67,783.35
19.781,0,9215,833.35,16945.97,31178.68,1150.04,0,1387.56,7668.45,5050.78,3450.36,3066.96,983.36,216.67,12838.7,183.33,0,333.34,800.02
21.098,33.33,9852.85,1000.03,15294.4,27935.52,1166.71,0,1587.58,9586.12,4500.62,3630.4,3317.01,1116.71,450.01,12555.13,300,33.33,400.01,466.67
22.417,16.67,10903.5,1633.41,15369.47,31529.32,966.69,0,1437.56,8402.14,4750.69,3580.39,3066.96,1050.03,583.34,14573.58,166.67,16.67,600.01,900.03
23.735,33.33,9590.2,1466.73,19123.28,32193.07,1200.04,0,1312.55,7401.66,4117.18,2880.25,2983.61,1350.06,250,17109.52,150,33.33,433.34,783.35
25.053,16.67,8952.36,1266.71,20512.4,29901.37,1016.7,12.5,1400.06,8985.78,5867.72,3810.44,3133.64,916.69,416.67,12088.09,166.67,33.33,516.68,1100.04
26.371,16.67,10790.92,1250.05,20437.31,29863.8,1450.06,0,1312.55,8518.87,5817.7,3430.36,3700.42,1433.4,266.67,13889.61,416.67,0,683.35,850.02
27.689,0,10590.8,1966.78,16658.18,28160.9,1250.05,0,1275.05,8235.39,5450.9,3590.39,3333.68,1083.37,400.01,13372.48,133.33,16.67,833.36,1116.71
