D:\Sandra\Metapanda\laser\Laser-Ni-Xlens-H2He-12072022-Calibration7.b\0ppm-cal7-2.d,,,,,,,,,,,,,,,,,,,
Intensity Vs Time,CPS,,,,,,,,,,,,,,,,,,
Acquired      : 2022-07-12 17:12:53 using Batch Laser-Ni-Xlens-H2He-12072022-Calibration7.b,,,,,,,,,,,,,,,,,,,
Time [Sec],Cr53,Co59,Ni60,Cu63,Zn64,Ge72,As75,Se78,Mo98,Rh103,Cd111,Sb121,Te126,Gd157,Pt195,Hg202,Tl205,Pb208,U238
1.328,0,0,0,350,0,0,0,0,0,24701.88,10,6584.67,1783.43,700.02,116.67,333.34,50,833.36,1166.71
2.646,33.33,225,83.33,312.5,425.01,1283.38,12.5,0,16.67,4859.05,0,3233.66,1433.4,933.36,33.33,233.34,16.67,850.02,1000.03
3.964,33.33,100,133.33,375,400,716.68,12.5,0,0,4684,80,3700.42,1633.42,500.01,83.33,216.67,0,916.69,1283.39
5.282,33.33,200,83.33,237.5,275,1200.04,12.5,0,16.67,3533.71,90,3367.02,900.03,533.34,33.33,266.67,0,1033.37,1133.38
6.6,0,212.5,100,312.5,250,1033.37,0,0,0,3950.47,40,2850.25,966.7,516.68,33.33,250,66.67,866.69,1233.38
7.918,83.33,212.5,166.67,375,387.5,1116.7,0,0,0,3717.09,40,4083.85,1100.04,650.01,50,283.34,0,1266.72,1183.38
9.236,16.67,100,50,375,337.5,866.69,25,0,0,4217.21,50,4217.22,1716.76,716.68,33.33,166.67,0,1050.04,1216.72
10.554,0,262.5,116.67,187.5,425.01,1000.03,12.5,0,0,3867.12,10,3133.64,1050.03,616.68,33.33,266.67,0,1233.38,1016.7
11.873,50,250,50,437.51,450.01,750.02,0,0,0,4300.56,10,3617.07,1050.03,816.69,50,150,33.33,1316.72,1116.71
13.191,0,287.5,200,462.51,275,1183.37,0,0,0,4017.16,20,4000.49,1333.39,766.69,33.33,133.33,0,766.69,883.36
14.509,16.67,175,16.67,337.5,287.5,1016.7,0,0,0,3517.04,20,3883.8,1466.73,783.35,100,133.33,33.33,833.36,966.7
15.827,33.33,162.5,50,412.51,125,933.36,0,0,16.67,3500.37,0,4467.28,2066.8,650.01,50,100,0,1016.7,1250.05
17.145,0,162.5,50,337.5,275,950.03,0,0,0,3967.15,20,3150.31,1333.39,716.68,16.67,133.33,16.67,1316.72,1200.05
18.463,100,162.5,183.33,387.5,300,883.36,25,0,16.67,3433.69,10,4317.24,1366.72,783.35,33.33,133.33,33.33,1416.73,1200.05
19.781,50,162.5,33.33,425.01,512.51,983.36,0,25,0,3783.77,50,3267,1566.74,900.03,0,200,16.67,983.37,1400.07
21.098,83.33,212.5,150,312.5,375,716.68,0,0,16.67,3150.3,30,3817.12,1866.77,633.35,16.67,200,33.33,800.02,1533.41
22.417,0,275,100,412.51,450.01,1150.04,0,0,0,3233.65,20,4433.94,1666.75,600.01,150,233.34,0,883.36,1583.42
23.735,33.33,312.5,83.33,162.5,437.51,1083.37,25,50,16.67,3950.47,20,3016.95,1333.39,683.35,83.33,200,0,983.37,1183.38
25.053,0,200,50,212.5,425.01,1300.05,0,0,0,4183.87,40,3150.31,1316.72,416.67,33.33,266.67,33.33,633.35,1633.42
26.371,16.67,275,116.67,237.5,375,1133.37,37.5,0,0,4200.54,50,3100.3,1216.71,650.01,66.67,133.33,16.67,583.34,1533.41
27.689,0,212.5,100,475.01,325,950.03,37.5,0,0,2850.25,70,3750.43,1633.42,800.02,33.33,200,0,816.69,1066.7
29.007,50,200,50,387.5,525.01,1400.06,37.5,12.5,0,2966.93,30,3433.7,1350.06,766.69,66.67,183.33,33.33,1183.38,1333.39
30.325,66.67,175,50,287.5,250,683.35,0,0,16.67,4417.26,10,3267,1416.73,850.02,16.67,116.67,0,1016.7,900.03
31.643,33.33,437.51,83.33,250,362.5,600.01,37.5,0,0,3800.44,20,3500.38,1300.05,616.68,33.33,200,0,1033.37,1416.73
32.962,50,187.5,50,337.5,287.5,1050.03,0,0,50,3900.46,30,3216.99,1533.41,633.35,116.67,150,0,1166.71,1133.38
34.28,33.33,175,83.33,300,325,933.36,0,0,0,3833.78,20,3216.99,1383.39,433.34,100,116.67,16.67,1000.03,1333.39
35.598,116.67,150,83.33,287.5,375,1066.7,12.5,0,50,4117.18,30,3567.06,1300.05,833.36,83.33,183.33,0,1300.06,1333.39
36.916,166.67,125,66.67,162.5,312.5,600.01,12.5,0,0,4650.66,20,4283.9,1683.42,1016.7,66.67,166.67,16.67,850.02,1100.04
38.234,116.67,137.5,216.67,412.51,312.5,883.36,0,0,33.33,4350.58,60,2733.56,1483.4,683.35,50,83.33,33.33,833.36,966.7
39.552,50,150,50,237.5,237.5,1416.73,12.5,0,0,4350.58,40,3933.81,1416.73,716.68,33.33,266.67,16.67,1216.72,1350.06
40.87,66.67,125,0,262.5,400,816.69,50,25,16.67,4133.85,30,3650.41,1533.41,683.35,66.67,333.34,0,583.34,1133.38
42.188,33.33,275,133.33,350,350,1116.7,0,0,0,4517.29,40,3216.99,1416.73,600.01,33.33,100,16.67,750.02,1350.06
43.506,16.67,250,50,300,375,833.35,0,0,0,4450.6,40,3233.66,1400.06,683.35,16.67,116.67,0,850.02,1200.05
44.824,50,337.5,133.33,262.5,487.51,933.36,0,0,16.67,4400.59,20,3750.43,1216.71,550.01,100,233.34,0,716.68,1266.72
46.142,66.67,75,150,225,312.5,1016.7,12.5,0,0,5150.81,60,2850.25,1816.77,516.68,33.33,216.67,0,950.03,1333.39
47.46,0,250,150,350,312.5,1200.04,0,0,0,3300.33,50,3783.78,1316.72,783.35,50,383.34,33.33,1133.38,1116.71
48.778,50,150,133.33,450.01,325,1166.71,12.5,0,0,3933.8,80,2866.92,1283.38,733.35,50,166.67,16.67,1400.06,1100.04
50.096,66.67,212.5,66.67,412.51,512.51,1100.04,12.5,0,0,3483.7,70,3617.07,1516.74,733.35,16.67,166.67,0,866.69,833.36
51.414,0,300,133.33,325,287.5,1116.7,12.5,0,16.67,4183.87,30,2983.61,1300.05,700.02,50,233.34,33.33,1000.03,1150.04
52.732,33.33,162.5,216.67,387.5,362.5,1016.7,0,0,0,3367.01,30,3500.38,1583.41,550.01,50,100,0,1000.03,1166.71
54.051,0,150,150,475.01,375,1066.7,0,25,0,4033.83,0,3683.75,1066.7,550.01,0,200,33.33,900.03,1233.38
55.369,16.67,200,116.67,325,350,1116.7,0,0,50,4083.84,10,3300.34,900.03,433.34,50,200,0,716.68,1266.72
56.687,16.67,162.5,83.33,250,475.01,1033.37,0,0,0,3133.63,60,3417.03,1483.4,650.01,16.67,166.67,16.67,866.69,1183.38
58.005,33.33,175,50,350,425.01,900.02,12.5,12.5,16.67,3650.41,30,4050.51,1833.44,500.01,100,133.33,83.33,1100.04,1000.03
59.323,16.67,250,100,337.5,387.5,933.36,0,0,33.33,3467.03,10,4283.9,1433.4,816.69,66.67,166.67,33.33,1116.71,1066.7
60.641,0,137.5,83.33,362.5,350,1400.06,12.5,0,0,4700.67,30,3233.66,1016.7,516.68,0,200,0,1150.04,1200.05
61.959,133.33,175,50,175,425.01,1016.7,25,25,0,3967.15,50,3300.34,1450.07,733.35,116.67,116.67,50,1550.08,950.03
63.277,66.67,212.5,50,375,350,983.36,0,0,33.33,3317,30,3700.42,1250.05,733.35,66.67,216.67,16.67,1383.4,1300.06
64.595,0,237.5,83.33,300,225,833.35,0,0,16.67,4383.92,30,2516.86,1083.37,733.35,83.33,266.67,16.67,1116.71,1366.73
65.913,16.67,237.5,50,300,287.5,1133.37,0,0,0,3683.75,30,3750.43,1333.39,533.34,16.67,166.67,33.33,1250.05,1333.39
67.231,0,100,50,262.5,325,1066.7,25,0,0,4017.16,50,3967.15,1600.08,650.01,50,83.33,16.67,1216.72,1050.04
68.549,33.33,100,33.33,350,350,716.68,50,12.5,0,3550.38,0,2866.92,1233.38,383.34,33.33,116.67,33.33,966.7,1116.71
69.866,100,212.5,166.67,400,362.5,850.02,0,25,33.33,4784.03,10,2233.49,1200.04,716.68,50,183.33,16.67,1066.7,900.03
71.185,33.33,287.5,50,337.5,412.51,1000.03,0,0,0,4517.29,20,2866.92,1483.4,550.01,83.33,150,0,883.36,1000.03
72.503,0,287.5,100,312.5,387.5,1033.37,0,12.5,16.67,3767.1,30,3317.01,1600.08,700.02,33.33,166.67,33.33,1233.38,1166.71
73.821,50,125,116.67,362.5,362.5,1000.03,0,0,50,2966.93,20,3000.28,2000.12,466.67,50,200,0,866.69,1800.11
75.14,66.67,175,66.67,400,375,1016.7,12.5,0,16.67,5234.17,30,3100.3,1550.07,666.68,66.67,166.67,16.67,766.69,1500.08
76.458,16.67,187.5,16.67,337.5,250,733.35,12.5,0,0,3000.27,40,3783.78,1200.04,616.68,16.67,166.67,0,1350.06,1116.71
77.776,66.67,137.5,83.33,387.5,350,783.35,0,0,0,2816.91,20,3183.65,1516.74,700.02,50,116.67,16.67,1033.37,733.35
79.094,33.33,187.5,50,312.5,375,1250.05,0,0,16.67,4500.62,50,3700.42,1650.08,350,33.33,83.33,33.33,1116.71,1183.38
80.412,66.67,137.5,33.33,325,425.01,683.35,0,0,0,3483.7,10,3533.72,1233.38,633.35,33.33,133.33,0,1083.37,866.69
81.73,0,112.5,33.33,375,325,866.69,37.5,0,16.67,4467.27,40,2916.93,1216.71,716.68,50,133.33,33.33,833.36,1433.4
83.048,16.67,187.5,166.67,487.51,262.5,1083.37,0,0,0,4600.64,20,3100.3,1716.76,583.34,16.67,166.67,33.33,1033.37,933.36
84.366,33.33,125,0,425.01,337.5,1033.37,25,0,0,3166.97,30,4183.87,1216.71,533.34,66.67,116.67,0,850.02,1233.38
85.684,0,112.5,33.33,387.5,362.5,1200.04,0,0,16.67,5467.58,10,3200.32,1350.06,483.34,50,166.67,0,733.35,1400.07
87.002,16.67,200,66.67,387.5,362.5,1216.71,25,25,0,4017.16,20,3617.07,1616.75,500.01,16.67,216.67,16.67,1083.37,833.36
88.32,50,87.5,66.67,212.5,250,883.36,0,0,33.33,4417.26,0,3817.12,1383.39,733.35,50,100,0,1050.04,1183.38
89.638,16.67,175,16.67,387.5,250,1016.7,0,0,0,3800.44,40,3183.65,1466.73,416.67,100,183.33,0,783.35,1066.7
90.956,16.67,162.5,50,287.5,262.5,1283.38,0,0,0,4900.73,50,2883.59,1666.75,650.01,50,216.67,16.67,616.68,1066.7
92.274,16.67,125,100,337.5,262.5,816.69,0,0,0,4183.87,50,2566.87,1416.73,516.68,0,150,33.33,983.37,966.7
93.592,0,87.5,133.33,300,237.5,1316.72,0,0,0,4800.7,70,3183.65,1650.08,483.34,0,200,33.33,816.69,950.03
94.91,0,150,66.67,375,387.5,1150.04,0,0,0,3950.47,10,3583.73,1233.38,600.01,33.33,66.67,0,766.69,1316.72
96.228,0,62.5,100,287.5,212.5,1066.7,12.5,0,0,4517.29,70,3233.66,1483.4,650.01,116.67,233.34,0,800.02,766.69
97.547,50,312.5,50,362.5,262.5,1000.03,12.5,0,0,3233.65,20,2783.57,1383.39,483.34,0,250,16.67,700.02,1033.37
98.865,66.67,200,100,412.51,262.5,950.03,12.5,0,0,3550.38,40,3767.1,1600.08,500.01,0,133.33,66.67,583.34,950.03
100.183,16.67,162.5,116.67,400,287.5,1016.7,0,0,0,4217.21,20,2916.93,1716.76,600.01,100,266.67,16.67,583.34,1033.37
101.501,50,187.5,66.67,312.5,375,1050.03,12.5,25,0,3683.75,0,3350.35,1533.41,483.34,0,216.67,16.67,716.68,966.7
102.819,0,125,83.33,300,262.5,1100.04,25,0,0,3783.77,10,3033.62,783.35,466.67,16.67,116.67,16.67,733.35,1016.7
104.137,66.67,225,50,462.51,550.01,966.69,12.5,0,33.33,3733.76,50,3467.04,1250.05,550.01,16.67,150,33.33,933.36,916.69
105.455,83.33,225,66.67,387.5,312.5,1350.05,0,0,0,4650.66,20,3000.28,1433.4,350,50,233.34,50,583.34,850.02
106.773,16.67,162.5,66.67,337.5,412.51,1116.7,12.5,0,16.67,5200.82,10,3333.68,1500.07,383.34,50,216.67,0,883.36,866.69
108.091,33.33,262.5,33.33,400,262.5,1183.37,0,0,0,4533.96,30,3383.69,1550.07,416.67,16.67,133.33,0,833.36,750.02
109.409,50,187.5,100,425.01,362.5,1150.04,0,0,33.33,3433.69,60,2966.94,1733.43,616.68,33.33,166.67,0,800.02,750.02
110.727,150,75,133.33,262.5,275,1233.38,25,0,0,3550.38,30,3116.97,1650.08,450.01,66.67,150,0,666.68,1016.7
112.045,66.67,100,33.33,437.51,312.5,916.69,0,0,0,4884.06,20,3400.36,1683.42,483.34,16.67,266.67,33.33,383.34,866.69
113.363,16.67,200,83.33,300,212.5,1133.37,0,0,0,3800.44,40,3083.63,1416.73,366.67,33.33,233.34,0,600.01,983.37
114.681,50,100,50,350,300,1183.37,12.5,0,0,4333.9,30,3016.95,1250.05,266.67,100,200,0,766.69,933.36
115.999,33.33,187.5,33.33,450.01,462.51,1250.05,0,0,0,4684,10,3150.31,1516.74,350,0,133.33,0,800.02,850.02
