D:\Sandra\Metapanda\laser\Laser-Ni-Xlens-H2He-12072022-Calibration7.b\0ppm-cal7-3.d,,,,,,,,,,,,,,,,,,,
Intensity Vs Time,CPS,,,,,,,,,,,,,,,,,,
Acquired      : 2022-07-12 17:17:01 using Batch Laser-Ni-Xlens-H2He-12072022-Calibration7.b,,,,,,,,,,,,,,,,,,,
Time [Sec],Cr53,Co59,Ni60,Cu63,Zn64,Ge72,As75,Se78,Mo98,Rh103,Cd111,Sb121,Te126,Gd157,Pt195,Hg202,Tl205,Pb208,U238
1.328,0,0,0,350,12.5,0,0,12.5,0,2000.12,30,5817.71,3016.95,383.34,0,100,16.67,766.69,750.02
2.645,83.33,162.5,66.67,350,275,1383.39,12.5,0,33.33,3917.13,10,2833.58,1700.09,500.01,100,183.33,66.67,766.69,650.01
3.963,16.67,175,16.67,262.5,362.5,1316.72,0,0,16.67,4250.55,30,3467.04,1466.73,383.34,33.33,183.33,0,766.69,950.03
5.282,83.33,175,50,337.5,400,1166.71,0,0,0,2316.83,40,3717.09,1800.1,500.01,66.67,183.33,0,883.36,1150.04
6.6,0,262.5,33.33,162.5,387.5,983.36,0,12.5,0,4083.84,20,2266.83,1400.06,483.34,50,116.67,16.67,750.02,750.02
7.918,66.67,100,166.67,387.5,275,966.69,0,12.5,0,4750.69,20,3383.69,1516.74,550.01,16.67,316.67,16.67,800.02,1066.7
9.236,0,137.5,66.67,337.5,262.5,883.36,0,0,33.33,3867.12,40,2766.9,1916.78,450.01,50,200,33.33,883.36,700.02
10.554,0,187.5,0,375,300,900.02,25,0,0,3417.02,40,3033.62,1416.73,450.01,0,83.33,33.33,633.35,800.02
11.872,100,150,50,350,325,1000.03,12.5,0,0,3933.8,50,3066.96,1716.76,466.67,66.67,183.33,16.67,850.02,800.02
13.19,33.33,162.5,50,437.51,275,900.02,0,12.5,0,4200.54,20,3250.33,1433.4,416.67,66.67,266.67,16.67,666.68,850.02
14.508,83.33,225,50,187.5,300,933.36,12.5,12.5,0,4033.83,10,3100.3,1800.1,400.01,16.67,166.67,50,733.35,916.69
15.826,0,175,166.67,450.01,250,1316.72,0,0,0,3800.44,20,3450.37,1650.08,333.34,16.67,266.67,50,700.02,1066.7
17.144,100,200,50,312.5,275,833.35,0,0,0,4033.83,10,3216.99,1583.41,283.34,50,200,33.33,850.02,966.7
18.462,0,150,50,312.5,175,1183.37,0,0,16.67,4283.89,30,3066.96,2016.79,300,33.33,216.67,16.67,1083.37,1233.38
19.78,33.33,12.5,66.67,350,337.5,1050.03,12.5,0,0,4150.52,50,2833.58,1716.76,416.67,16.67,66.67,16.67,600.01,916.69
21.098,50,212.5,50,312.5,275,933.36,12.5,0,33.33,3817.11,10,2633.55,1600.08,500.01,100,200,33.33,783.35,866.69
22.416,16.67,137.5,133.33,425.01,450.01,950.03,12.5,0,0,3283.66,10,2733.56,1066.7,583.34,33.33,266.67,0,550.01,1050.04
23.734,33.33,75,66.67,337.5,175,883.36,12.5,0,0,3116.96,20,3367.02,1583.41,583.34,66.67,216.67,50,733.35,933.36
25.052,50,162.5,83.33,337.5,275,750.02,0,12.5,0,3800.44,40,2700.22,1333.39,666.68,33.33,183.33,0,483.34,1100.04
26.371,50,162.5,66.67,425.01,287.5,1166.71,25,0,0,4167.2,50,2900.26,1466.73,433.34,0,83.33,33.33,533.34,816.69
27.689,33.33,100,33.33,225,525.01,1066.7,0,0,0,4183.87,0,3933.81,1300.05,550.01,66.67,133.33,16.67,766.69,1050.04
29.007,50,125,133.33,375,237.5,900.02,0,0,33.33,3800.44,30,2816.91,1416.73,466.67,50,316.67,0,533.34,950.03
