D:\Sandra\Metapanda\laser\Laser-Ni-Xlens-H2He-12072022-Calibration7.b\10ppm-cal7-1.d,,,,,,,,,,,,,,,,,,,
Intensity Vs Time,CPS,,,,,,,,,,,,,,,,,,
Acquired      : 2022-07-12 17:33:49 using Batch Laser-Ni-Xlens-H2He-12072022-Calibration7.b,,,,,,,,,,,,,,,,,,,
Time [Sec],Cr53,Co59,Ni60,Cu63,Zn64,Ge72,As75,Se78,Mo98,Rh103,Cd111,Sb121,Te126,Gd157,Pt195,Hg202,Tl205,Pb208,U238
1.328,0,0,0,487.51,25,16.67,0,0,0,14022.65,650.01,5467.59,2400.18,200,583.34,300,0,500.01,583.34
2.646,16.67,375,83.33,775.02,1550.07,1033.37,12.5,37.5,250,5400.89,200,2116.8,1600.08,316.67,483.34,200,0,600.01,533.34
3.964,33.33,450.01,116.67,1050.03,1262.55,1050.03,0,37.5,300,3467.03,30,2300.16,1883.44,233.34,566.68,216.67,0,483.34,600.01
5.282,50,487.51,133.33,887.52,1300.05,1166.71,0,12.5,316.67,5500.92,140,2883.59,1500.07,250,766.69,250,0,483.34,533.34
6.601,50,400,133.33,1200.04,1400.06,1400.06,0,37.5,333.34,4250.55,110,2950.27,1300.05,450.01,583.34,250,16.67,466.67,433.34
7.919,0,350,216.67,1062.53,1487.57,1050.03,25,87.5,300,3133.63,110,3066.96,1416.73,250,466.67,133.33,33.33,450.01,550.01
9.237,33.33,400,66.67,1100.04,1100.04,900.02,37.5,87.5,233.33,4317.23,180,2816.91,1566.74,283.34,483.34,116.67,16.67,483.34,683.35
10.555,0,475.01,66.67,1012.53,1137.54,650.01,25,100,516.67,5400.89,140,3033.62,1333.39,316.67,383.34,83.33,33.33,516.68,650.01
11.873,33.33,450.01,50,925.03,862.52,983.36,0,50,250,3583.72,150,2350.17,1683.42,250,583.34,133.33,0,383.34,650.01
13.191,66.67,412.5,83.33,925.03,1512.57,1300.05,0,37.5,433.34,3783.77,120,2733.56,1500.07,183.33,533.34,250,0,350,533.34
14.509,0,525.01,100,1150.04,1162.54,1100.04,0,37.5,216.67,2533.53,160,3567.06,1683.42,333.34,400.01,233.34,50,483.34,666.68
15.827,16.67,562.51,100,1212.54,1050.03,1150.04,0,37.5,383.34,4350.58,220,3150.31,1300.05,383.34,333.34,266.67,0,533.34,800.02
17.145,16.67,587.51,200,1112.54,1412.56,950.03,0,62.5,483.34,7635.11,100,3433.7,1666.75,566.68,433.34,133.33,0,616.68,750.02
18.463,33.33,375,33.33,950.03,1112.54,850.02,0,37.5,183.33,3517.04,100,2716.89,1483.4,266.67,466.67,100,33.33,550.01,750.02
19.781,66.67,412.5,133.33,1200.04,1650.08,1150.04,0,37.5,83.33,2700.22,200,2433.52,1316.72,366.67,616.68,83.33,16.67,400.01,466.67
21.098,16.67,412.5,200,1062.53,1400.06,1283.38,0,75,183.33,2400.18,110,2566.87,1566.74,333.34,283.34,183.33,16.67,500.01,533.34
22.417,50,450.01,83.33,950.03,1525.07,1000.03,0,50,266.67,3633.74,170,2866.92,1216.71,433.34,450.01,266.67,0,500.01,716.68
23.735,0,437.51,200,1037.53,1187.54,1133.37,12.5,37.5,250,3750.43,110,3500.38,1766.76,266.67,450.01,116.67,16.67,400.01,666.68
25.053,16.67,250,33.33,1125.04,1425.06,1316.72,0,100,300,4417.26,90,2933.6,1400.06,350,533.34,150,0,350,766.69
26.371,33.33,487.51,133.33,950.03,862.52,1100.04,0,62.5,383.34,4433.93,100,3033.62,1233.38,233.34,383.34,200,0,600.01,733.35
27.69,16.67,300,50,1037.53,1200.04,1016.7,0,12.5,250,6334.55,130,3116.97,1233.38,466.67,516.68,200,16.67,666.68,916.69
29.008,16.67,412.5,66.67,1050.03,1225.04,1283.38,25,75,200,3983.82,110,3433.7,1416.73,350,633.35,216.67,16.67,500.01,816.69
30.326,16.67,525.01,200,1125.04,1475.06,1183.37,12.5,37.5,183.33,3700.42,120,3700.42,1100.04,416.67,366.67,133.33,0,450.01,950.03
31.644,16.67,512.51,183.33,1012.53,1437.56,1600.08,0,25,316.67,3016.94,130,2900.26,1300.05,383.34,400.01,300,50,400.01,783.35
32.962,0,575.01,133.33,612.51,1312.55,850.02,25,62.5,416.67,6151.15,90,3600.4,1666.75,283.34,333.34,183.33,0,750.02,1033.37
34.28,33.33,537.51,66.67,925.03,1137.54,1166.71,0,87.5,216.67,3433.69,130,3283.67,1616.75,316.67,333.34,266.67,33.33,666.68,700.02
35.598,66.67,437.51,16.67,1162.54,1300.05,866.69,37.5,112.5,300,5267.51,120,3317.01,933.36,516.68,566.68,66.67,0,1033.37,800.02
36.916,0,337.5,166.67,1100.04,1325.05,1133.37,0,100,283.34,4834.04,130,3583.73,1533.41,366.67,233.34,150,16.67,650.01,900.03
38.234,33.33,325,83.33,812.52,1387.56,916.69,0,37.5,316.67,4450.6,140,4050.51,1200.04,266.67,600.01,200,33.33,516.68,683.35
39.552,0,600.01,50,912.52,1412.56,1350.05,0,37.5,183.33,5150.81,110,3333.68,1250.05,500.01,716.68,150,16.67,433.34,1050.04
40.87,33.33,775.02,116.67,962.53,1100.04,900.02,12.5,50,116.67,5350.87,230,2916.93,1266.72,516.68,650.01,116.67,0,666.68,583.34
42.188,0,462.51,66.67,1062.53,862.52,1083.37,0,25,316.67,3850.45,90,3317.01,1183.38,266.67,500.01,216.67,0,566.68,1116.71
43.506,50,350,150,1012.53,1475.06,1116.7,25,100,300,4950.75,60,2983.61,1233.38,483.34,450.01,216.67,16.67,666.68,850.02
44.824,0,475.01,116.67,1100.04,1625.08,1416.73,12.5,50,383.34,4884.06,110,3650.41,1216.71,500.01,500.01,183.33,0,600.01,750.02
46.142,0,487.51,50,1237.55,1212.54,966.69,0,12.5,383.34,5217.49,120,3667.08,1416.73,433.34,450.01,83.33,16.67,500.01,850.02
47.46,16.67,475.01,100,1062.53,1325.05,1250.05,0,37.5,266.67,3200.31,160,2666.89,1283.38,283.34,383.34,183.33,33.33,833.36,1050.04
48.778,50,400,116.67,1287.55,1500.07,1366.72,0,25,350,4934.07,70,3250.33,1200.04,416.67,350,183.33,16.67,650.01,916.69
50.097,33.33,537.51,150,1150.04,1375.06,1200.04,0,25,216.67,5250.84,180,3667.08,1016.7,466.67,516.68,216.67,33.33,733.35,833.36
51.415,66.67,450.01,133.33,925.03,1125.04,1366.72,0,87.5,183.33,4200.54,200,4017.16,1383.39,566.68,400.01,133.33,16.67,816.69,850.02
52.733,16.67,387.5,50,1187.54,1437.56,1383.39,0,50,283.34,3767.1,100,3250.33,1066.7,666.68,383.34,183.33,0,750.02,1016.7
54.051,0,737.52,100,1037.53,1187.54,1050.03,37.5,50,283.34,4100.51,250,2766.9,1100.04,533.34,466.67,83.33,33.33,700.02,1083.37
55.369,16.67,687.51,100,950.03,1250.05,700.01,0,37.5,350,4150.52,100,4050.51,1183.38,483.34,633.35,133.33,16.67,733.35,1100.04
56.687,50,462.51,50,937.53,1012.53,1233.38,0,37.5,333.34,4050.5,250,3267,1283.38,500.01,433.34,133.33,0,816.69,1183.38
58.005,16.67,687.51,0,1175.04,1425.06,1100.04,12.5,75,366.67,5859.37,160,3850.46,1016.7,666.68,650.01,200,16.67,950.03,883.36
59.323,0,687.51,50,1112.54,1250.05,1133.37,0,12.5,216.67,3667.08,150,3700.42,1283.38,666.68,566.68,216.67,0,800.02,766.69
60.641,33.33,537.51,133.33,800.02,1225.04,883.36,0,50,366.67,5784.35,270,3933.81,1633.42,633.35,383.34,116.67,0,550.01,916.69
61.959,33.33,362.5,133.33,1200.04,1487.57,1066.7,12.5,75,266.67,4050.5,160,3950.48,1300.05,433.34,466.67,116.67,0,550.01,1166.71
63.277,33.33,587.51,200,1237.55,1162.54,1066.7,0,37.5,200,4784.03,120,4067.18,1133.37,483.34,516.68,100,16.67,850.02,1316.72
64.595,16.67,512.51,150,1012.53,1362.55,1133.37,0,37.5,383.34,3717.09,110,4200.54,1900.11,466.67,483.34,150,16.67,733.35,766.69
65.913,33.33,612.51,0,1212.54,1737.59,983.36,12.5,25,266.67,5267.51,180,3350.35,1200.04,583.34,550.01,166.67,0,1066.7,916.69
67.231,66.67,675.01,250,975.03,1450.06,1000.03,25,62.5,116.67,4734.01,100,3400.36,1733.43,400.01,566.68,183.33,0,716.68,1150.04
68.549,50,462.51,133.33,1312.55,1525.07,1366.72,0,50,283.34,5017.43,70,3500.38,1216.71,400.01,650.01,216.67,0,716.68,1283.39
69.866,33.33,475.01,183.33,1137.54,1737.59,1516.74,25,12.5,216.67,4750.69,210,3633.74,1200.04,400.01,416.67,166.67,50,766.69,933.36
71.186,16.67,587.51,133.33,862.52,1612.58,1700.09,0,37.5,116.67,3900.46,140,4417.27,1133.37,833.36,533.34,66.67,0,850.02,1300.06
72.504,100,462.51,50,1012.53,1375.06,1300.05,0,75,183.33,2766.9,210,3083.63,1250.05,616.68,383.34,300,0,633.35,1100.04
73.822,50,500.01,100,1150.04,1325.05,1083.37,12.5,50,316.67,3867.12,230,4300.57,1483.4,566.68,716.68,183.33,16.67,683.35,950.03
75.14,16.67,262.5,116.67,837.52,1412.56,1383.39,12.5,50,200,4984.09,210,3367.02,800.02,533.34,516.68,216.67,50,750.02,983.37
76.458,100,375,150,1175.04,1687.58,1316.72,0,87.5,216.67,3433.69,230,4267.23,1100.04,483.34,316.67,100,50,866.69,1483.41
77.776,16.67,550.01,116.67,975.03,1437.56,1166.71,25,75,316.67,5284.18,170,3433.7,950.03,600.01,416.67,200,83.33,733.35,1233.38
79.094,16.67,475.01,100,1287.55,1637.58,1216.71,0,12.5,350,3233.65,200,3717.09,900.03,666.68,500.01,150,116.67,883.36,1350.06
80.412,33.33,675.01,250,912.52,1375.06,1000.03,0,25,283.34,3883.79,190,3050.29,1083.37,916.69,700.02,116.67,0,1116.71,1033.37
81.73,16.67,375,116.67,1100.04,925.03,1116.7,25,12.5,216.67,3817.11,150,3733.76,900.03,566.68,400.01,283.34,0,1000.03,1100.04
83.048,100,500.01,133.33,1187.54,1412.56,1066.7,12.5,0,233.33,4283.89,140,4033.84,1266.72,366.67,633.35,216.67,16.67,1066.7,1066.7
84.366,50,550.01,216.67,1612.58,1312.55,1200.04,50,37.5,366.67,4067.17,120,4100.52,1083.37,450.01,566.68,166.67,83.33,1150.04,800.02
85.684,16.67,587.51,116.67,1212.54,1625.08,866.69,12.5,25,300,5250.84,80,4500.62,1000.03,683.35,416.67,183.33,0,1116.71,1633.42
87.002,116.67,575.01,66.67,1325.05,925.03,1133.37,37.5,50,216.67,3450.36,90,3983.82,1383.39,500.01,483.34,133.33,0,1183.38,1233.38
88.32,0,500.01,133.33,1012.53,1462.56,1500.07,0,25,283.34,4117.18,230,3617.07,1050.03,600.01,466.67,200,83.33,883.36,1500.08
89.638,100,600.01,183.33,925.03,1187.54,1150.04,0,12.5,350,4467.27,180,3667.08,1083.37,550.01,366.67,200,16.67,950.03,1266.72
90.956,0,475.01,66.67,887.52,1462.56,1066.7,0,112.5,316.67,4283.89,90,3583.73,916.69,866.69,466.67,233.34,0,1366.73,1283.39
92.275,33.33,625.01,166.67,1200.04,1025.03,1150.04,0,112.5,333.34,4767.36,100,4100.52,1166.71,466.67,616.68,233.34,16.67,883.36,1633.42
93.593,83.33,462.51,133.33,1050.03,1312.55,1783.43,0,25,200,4433.93,150,4817.38,1483.4,700.02,450.01,200,50,816.69,1333.39
94.911,50,725.02,66.67,1000.03,1575.07,1583.41,37.5,50,266.67,4383.92,210,4400.6,1066.7,533.34,616.68,116.67,33.33,1000.03,1400.07
96.229,33.33,612.51,166.67,1000.03,1700.09,1183.37,0,50,450.01,3833.78,150,3133.64,1233.38,883.36,466.67,150,16.67,733.35,1016.7
97.547,33.33,612.51,116.67,1350.05,1275.05,766.68,0,37.5,200,4233.88,200,3583.73,1083.37,533.34,516.68,166.67,16.67,1100.04,933.36
98.865,33.33,612.51,100,750.02,1675.08,950.03,0,0,250,5450.9,230,4200.54,983.36,616.68,450.01,116.67,66.67,1283.39,1166.71
100.183,83.33,637.51,216.67,1087.53,1387.56,1200.04,0,50,266.67,5534.27,160,4183.87,1216.71,633.35,733.35,150,0,933.36,1233.38
101.501,16.67,600.01,183.33,962.53,1075.03,1416.73,0,37.5,366.67,5467.58,170,3417.03,1216.71,566.68,583.34,216.67,16.67,966.7,883.36
102.819,66.67,475.01,183.33,1412.56,1325.05,833.35,12.5,25,266.67,4984.09,220,3450.37,733.35,700.02,583.34,250,16.67,1016.7,916.69
104.137,116.67,500.01,16.67,1087.53,1637.58,1300.05,0,25,350,4617.32,240,4183.87,983.36,566.68,516.68,383.34,0,983.37,1216.72
105.455,33.33,625.01,33.33,1237.55,1300.05,1316.72,12.5,12.5,366.67,5067.45,140,4367.25,916.69,583.34,466.67,300,16.67,1100.04,1100.04
106.773,66.67,475.01,83.33,987.53,1362.55,1133.37,12.5,25,283.34,4267.22,190,3417.03,1050.03,466.67,433.34,316.67,0,833.36,1216.72
108.091,0,612.51,200,975.03,1375.06,1083.37,12.5,12.5,233.33,4400.59,130,4567.31,1150.04,650.01,483.34,233.34,33.33,1416.73,1516.74
109.409,66.67,625.01,150,1200.04,1362.55,1283.38,0,50,116.67,5434.23,180,4317.24,1083.37,700.02,550.01,300,0,933.36,1583.42
110.727,50,537.51,116.67,1262.55,1325.05,1250.05,0,112.5,133.33,5017.43,190,4183.87,1133.37,533.34,400.01,250,0,1100.04,1016.7
112.045,33.33,437.51,116.67,1037.53,1200.04,1300.05,37.5,25,233.33,3483.7,150,4267.23,883.36,483.34,316.67,133.33,0,1250.05,1216.72
113.364,33.33,462.51,100,1000.03,1387.56,1450.06,0,50,200,3617.06,180,3733.76,1566.74,616.68,400.01,216.67,0,866.69,1566.75
114.682,100,450.01,66.67,1137.54,1300.05,1333.39,25,37.5,350,3983.82,160,4250.56,1050.03,716.68,466.67,333.34,33.33,1400.06,1616.75
116,33.33,412.5,150,775.02,1462.56,883.36,37.5,50,116.67,4500.62,70,4183.87,1333.39,666.68,483.34,100,0,1016.7,1216.72
117.318,16.67,600.01,100,1500.07,1225.04,1350.05,37.5,25,233.33,4417.26,130,3567.06,1400.06,850.02,566.68,66.67,16.67,1133.38,1283.39
118.636,66.67,562.51,133.33,1175.04,1250.05,1666.75,0,50,366.67,5000.76,160,4350.58,850.02,566.68,633.35,183.33,0,916.69,1316.72
119.954,0,375,316.67,1112.54,1512.57,1083.37,0,75,133.33,3933.8,200,3867.13,1216.71,366.67,583.34,300,16.67,966.7,1866.78
121.272,66.67,475.01,66.67,1237.55,1512.57,1116.7,12.5,62.5,350,4900.73,190,3583.73,1066.7,766.69,333.34,150,0,1250.05,1666.76
122.59,100,412.5,133.33,1212.54,1237.55,1150.04,25,50,266.67,4967.42,150,3883.8,1316.72,583.34,500.01,100,50,916.69,1700.1
123.908,66.67,537.51,100,1062.53,1175.04,1050.03,25,12.5,183.33,4300.56,270,4533.97,966.7,533.34,800.02,216.67,33.33,1283.39,1433.4
125.226,83.33,475.01,66.67,1287.55,1225.04,1050.03,12.5,25,200,5200.82,190,4083.85,1083.37,416.67,566.68,150,0,1050.04,2000.13
126.544,0,612.51,150,1262.55,1275.05,1433.39,0,75,133.33,4800.7,200,4900.74,833.35,800.02,566.68,116.67,16.67,1333.39,1350.06
127.862,66.67,537.51,100,1200.04,1412.56,766.68,0,50,300,4500.62,150,3717.09,700.02,566.68,450.01,133.33,50,1016.7,1383.4
129.18,16.67,575.01,100,1175.04,1500.07,816.69,25,112.5,200,4784.03,130,4333.91,1250.05,450.01,366.67,266.67,33.33,1250.05,1400.07
130.498,50,462.51,166.67,1087.53,1137.54,1166.71,12.5,25,250,4167.2,160,4117.19,850.02,466.67,433.34,133.33,33.33,1083.37,1550.08
131.816,50,475.01,183.33,1337.55,1287.55,1316.72,0,62.5,233.33,4100.51,170,3383.69,1166.71,566.68,383.34,266.67,0,1016.7,1800.11
133.134,16.67,587.51,150,1162.54,1475.06,1400.06,12.5,87.5,166.67,4467.27,170,3600.4,1133.37,583.34,533.34,150,33.33,1150.04,2050.14
134.452,0,562.51,133.33,975.03,1400.06,1233.38,0,12.5,133.33,4117.18,170,4033.84,1150.04,733.35,500.01,183.33,33.33,1066.7,1000.03
135.771,33.33,800.02,150,1250.05,1487.57,1216.71,0,37.5,266.67,4884.06,200,4850.73,1233.38,783.35,800.02,216.67,50,1216.72,1466.74
137.089,66.67,487.51,133.33,1112.54,1300.05,1066.7,25,100,183.33,5284.18,70,4450.61,1500.07,600.01,283.34,100,16.67,1233.38,1633.42
138.407,33.33,587.51,166.67,1387.56,1412.56,1150.04,0,25,216.67,3733.76,140,4400.6,800.02,516.68,433.34,233.34,33.33,1316.72,1716.77
139.725,0,500.01,33.33,1337.55,1525.07,1350.05,0,25,366.67,3967.15,150,4800.71,1133.37,766.69,433.34,216.67,0,1266.72,1400.07
141.043,66.67,687.51,133.33,1287.55,1412.56,1150.04,0,37.5,133.33,3967.15,180,4400.6,1300.05,833.36,400.01,150,16.67,1450.07,1600.09
142.361,50,575.01,166.67,1162.54,1475.06,1150.04,37.5,62.5,216.67,4550.63,160,3633.74,950.03,483.34,383.34,133.33,0,1050.04,1650.09
143.679,16.67,537.51,150,1225.04,1387.56,1116.7,12.5,0,200,4717.34,130,4333.91,1733.43,616.68,633.35,116.67,50,1283.39,1283.39
144.997,166.67,450.01,150,1325.05,1775.09,1283.38,0,87.5,333.34,4550.63,40,4750.7,866.69,600.01,466.67,183.33,0,1583.42,1566.75
146.315,66.67,537.51,133.33,1250.05,1375.06,1366.72,0,12.5,333.34,4133.85,170,3817.12,1266.72,866.69,416.67,133.33,16.67,1300.06,2166.82
147.633,83.33,625.01,50,1275.05,1225.04,1066.7,12.5,62.5,266.67,4100.51,160,3533.72,1333.39,716.68,633.35,250,66.67,1200.05,1416.73
148.951,16.67,525.01,216.67,1150.04,1587.57,1016.7,0,87.5,450.01,5934.4,200,4967.43,1083.37,950.03,600.01,200,16.67,1250.05,1666.76
150.269,50,475.01,100,1237.55,1200.04,1000.03,0,12.5,350,6101.13,120,4217.22,1033.37,566.68,450.01,100,50,1283.39,1433.4
151.587,50,550.01,50,1087.53,1600.08,1166.71,12.5,50,216.67,4600.64,140,4183.87,1100.04,950.03,583.34,150,33.33,1433.4,1316.72
152.905,50,587.51,300,1075.03,1637.58,1000.03,12.5,25,250,4317.23,220,4417.27,983.36,700.02,466.67,250,0,1416.73,1616.75
154.223,50,525.01,100,1287.55,1400.06,1183.37,25,25,450.01,4633.99,230,4917.41,1050.03,383.34,716.68,150,50,1383.4,1450.07
155.541,16.67,650.01,83.33,1362.55,1500.07,1283.38,12.5,12.5,316.67,4934.07,150,4934.08,1283.38,650.01,516.68,150,0,1150.04,1833.45
156.86,0,437.51,250,1362.55,1475.06,1250.05,12.5,37.5,216.67,4433.93,160,4350.58,1100.04,783.35,466.67,216.67,0,1516.74,1483.41
158.178,100,437.51,133.33,1087.53,1175.04,1000.03,12.5,12.5,266.67,3883.79,240,5000.77,1600.08,666.68,416.67,116.67,33.33,733.35,1450.07
159.496,16.67,300,150,1287.55,1737.59,1150.04,12.5,25,316.67,3450.36,160,4467.28,1183.38,650.01,550.01,216.67,0,1150.04,1533.41
160.814,66.67,400,216.67,1162.54,1487.57,1150.04,12.5,25,100,4617.32,220,4500.62,1366.72,800.02,633.35,150,16.67,1316.72,1300.06
162.132,33.33,462.51,83.33,1237.55,1375.06,1116.7,12.5,75,350,4350.58,150,4433.94,1000.03,550.01,500.01,216.67,16.67,1066.7,1300.06
163.45,33.33,675.01,200,925.03,1500.07,1033.37,25,62.5,350,4100.51,100,3933.81,1116.71,650.01,433.34,66.67,83.33,1266.72,1650.09
164.768,33.33,500.01,116.67,1275.05,1112.54,1416.73,0,37.5,266.67,4233.88,110,4734.02,983.36,916.69,483.34,83.33,0,1133.38,1183.38
166.086,16.67,887.52,16.67,987.53,1225.04,1216.71,0,12.5,183.33,3767.1,160,4150.53,1050.03,666.68,500.01,233.34,50,1350.06,1366.73
167.404,66.67,812.52,150,1137.54,1475.06,983.36,12.5,62.5,250,4650.66,200,4317.24,1116.71,383.34,616.68,133.33,33.33,950.03,1233.38
168.722,16.67,475.01,116.67,1037.53,1662.58,1500.07,25,25,400,4567.3,230,4167.2,1283.38,850.02,666.68,233.34,33.33,1466.74,1283.39
170.04,50,475.01,183.33,1250.05,1075.03,1150.04,12.5,37.5,300,5000.76,170,4183.87,1100.04,566.68,583.34,216.67,16.67,1150.04,1616.75
171.358,0,600.01,100,1300.05,1775.09,1050.03,0,25,366.67,4333.9,120,4133.86,1150.04,666.68,350,233.34,16.67,1350.06,1766.77
172.676,150,575.01,116.67,1050.03,1425.06,1283.38,12.5,25,216.67,3600.39,150,4483.95,1150.04,783.35,516.68,333.34,33.33,1050.04,1716.77
173.994,16.67,462.51,133.33,1212.54,1312.55,966.69,12.5,62.5,333.34,4250.55,220,4167.2,1250.05,666.68,483.34,316.67,16.67,1083.37,1400.07
175.312,116.67,525.01,150,1362.55,1325.05,916.69,0,100,300,3833.78,240,3750.43,800.02,716.68,866.69,200,16.67,1350.06,1533.41
176.63,16.67,600.01,50,1112.54,1137.54,1566.74,62.5,12.5,233.33,4383.92,70,4217.22,1116.71,716.68,450.01,300,16.67,1366.73,1116.71
177.949,50,662.51,183.33,1437.56,1375.06,1350.05,0,75,250,4600.64,180,4267.23,1033.37,683.35,500.01,166.67,33.33,1216.72,1416.73
179.267,0,375,200,1087.53,1612.58,1400.06,0,25,233.33,3400.35,210,4217.22,1116.71,683.35,483.34,183.33,33.33,1100.04,1616.75
180.585,83.33,500.01,233.33,1200.04,1075.03,1050.03,0,37.5,216.67,4100.51,170,4050.51,1133.37,950.03,416.67,166.67,33.33,1533.41,1466.74
181.903,66.67,600.01,250,1250.05,1375.06,1350.05,0,62.5,166.67,3667.08,170,4717.35,1116.71,983.36,450.01,166.67,33.33,1500.07,1533.41
