D:\Sandra\Metapanda\laser\Laser-Ni-Xlens-H2He-12072022-Calibration7.b\50ppm-cal7-2.d,,,,,,,,,,,,,,,,,,,
Intensity Vs Time,CPS,,,,,,,,,,,,,,,,,,
Acquired      : 2022-07-12 17:51:49 using Batch Laser-Ni-Xlens-H2He-12072022-Calibration7.b,,,,,,,,,,,,,,,,,,,
Time [Sec],Cr53,Co59,Ni60,Cu63,Zn64,Ge72,As75,Se78,Mo98,Rh103,Cd111,Sb121,Te126,Gd157,Pt195,Hg202,Tl205,Pb208,U238
1.328,0,0,16.67,837.52,0,0,0,0,0,2850.25,2510.19,4467.28,3550.39,766.69,2550.21,183.33,100,933.36,1300.06
2.646,50,1575.07,366.67,3725.41,4713.16,1200.04,12.5,262.5,1166.71,3583.72,410.01,3767.1,1283.38,866.69,1950.12,233.34,16.67,1333.39,1116.71
3.964,100,1550.07,250,3137.79,3687.9,866.69,12.5,187.5,1400.06,4067.17,690.01,4150.53,1666.75,500.01,2300.17,150,50,1066.7,1600.09
5.282,66.67,1887.6,216.67,3400.34,4238.03,1133.37,0,262.5,1150.04,3500.37,730.02,3967.15,1566.74,666.68,1550.08,300,0,1050.04,1283.39
6.6,83.33,1850.1,300,3825.43,5700.96,1050.03,0,287.5,1283.38,3517.04,550.01,3317.01,1283.38,1050.03,1950.12,200,16.67,1250.05,1683.43
7.918,0,1675.08,316.67,3525.37,4863.2,1383.39,12.5,312.5,1550.07,4784.03,520.01,4667.34,1600.08,583.34,2066.81,133.33,33.33,1100.04,1416.73
9.236,50,1725.09,316.67,3225.31,4788.18,1133.37,25,100,900.02,3250.32,610.01,3867.13,1900.11,683.35,1916.79,166.67,33.33,1200.05,1516.74
10.554,0,1725.09,150,3775.42,4813.18,1166.71,0,125,1283.38,4133.85,660.01,2966.94,1550.07,816.69,1716.76,266.67,16.67,1250.05,1483.41
11.872,83.33,1562.57,233.33,3900.45,4763.17,1016.7,0,237.5,1166.71,4267.22,530.01,3917.14,1433.4,716.68,2183.49,133.33,33.33,1216.72,1566.75
13.19,33.33,1875.1,233.33,3962.96,4813.18,1133.37,37.5,100,1016.7,4300.56,680.01,3116.97,1616.75,700.02,1850.11,200,16.67,1200.05,1433.4
14.508,33.33,1975.11,233.33,3550.37,4713.16,1033.37,25,150,1100.04,3500.37,560.01,2950.27,1683.42,683.35,1983.46,250,50,1016.7,1150.04
15.826,0,1762.59,250,4037.98,4338.06,950.03,12.5,187.5,966.7,3300.33,600.01,3967.15,1450.07,850.02,1633.42,183.33,16.67,1033.37,1416.73
17.144,100,1850.1,316.67,4100.5,5275.82,900.02,25,212.5,1216.71,4167.2,570.01,3383.69,1816.77,700.02,1500.07,233.34,0,1200.05,1933.46
18.463,83.33,1687.58,416.67,4062.99,5938.54,1333.39,0,300,683.35,3800.44,590.01,3500.38,1216.71,400.01,2100.14,150,16.67,1200.05,1450.07
19.781,16.67,1875.1,283.34,3400.34,5250.81,1200.04,12.5,100,1383.39,4767.36,660.01,4117.19,1550.07,783.35,1816.77,183.33,16.67,1066.7,1416.73
21.098,83.33,1887.6,216.67,3650.39,4338.06,1116.7,0,312.5,1316.72,3750.43,600.01,4517.3,1466.73,500.01,1600.08,150,0,1016.7,1800.11
22.417,33.33,1850.1,166.67,4000.47,4225.53,1083.37,50,137.5,1033.37,3500.37,780.02,3066.96,1250.05,716.68,1700.09,200,33.33,833.36,1400.07
23.735,16.67,1825.1,350,3625.39,5025.75,1050.03,62.5,200,1450.06,4367.25,440.01,3617.07,1666.75,666.68,2450.2,100,16.67,1366.73,1350.06
25.053,66.67,1500.07,316.67,4050.48,4688.15,1000.03,25,237.5,1550.07,4333.9,550.01,4433.94,1350.06,566.68,1483.41,266.67,16.67,1066.7,1100.04
26.371,116.67,1600.08,66.67,3912.95,4388.07,1433.39,12.5,200,1216.71,3733.76,650.01,3933.81,1233.38,500.01,1766.77,116.67,0,1050.04,1100.04
27.689,133.33,1612.58,383.34,4213.02,4037.98,850.02,37.5,125,1416.73,4517.29,690.01,3400.36,1333.39,683.35,1866.78,150,50,1150.04,1833.45
29.007,0,1650.08,233.33,3787.92,4525.6,1016.7,0,250,1916.78,4267.22,480.01,3900.47,1416.73,950.03,1633.42,100,33.33,1300.06,1733.43
30.325,16.67,1462.56,300,4413.07,5200.8,1016.7,0,75,1150.04,4333.9,590.01,3617.07,966.7,600.01,1766.77,183.33,33.33,966.7,1166.71
31.643,33.33,1812.6,166.67,3700.4,5375.85,1000.03,0,212.5,1166.71,4717.34,660.01,4000.49,1400.06,833.36,1916.79,216.67,50,750.02,1033.37
32.961,0,1737.59,216.67,3250.31,5313.33,866.69,12.5,175,1050.03,4784.03,660.01,4217.22,1583.41,900.03,1916.79,233.34,33.33,1183.38,1216.72
34.279,50,1900.11,383.34,3425.35,5025.75,1116.7,0,175,1333.39,4217.21,600.01,4200.54,1350.06,816.69,2133.48,183.33,50,900.03,1400.07
35.597,0,1612.58,233.33,4163.01,4750.67,883.36,25,362.5,1300.05,4550.63,670.01,3900.47,1650.08,683.35,2183.49,166.67,33.33,1233.38,1416.73
36.915,100,1537.57,183.33,4563.11,5325.84,1450.06,0,237.5,1116.7,4417.26,610.01,3567.06,1766.76,800.02,1866.78,166.67,0,1083.37,1500.08
38.233,50,1475.06,300,4012.98,4813.18,1266.71,12.5,250,1233.38,3850.45,640.01,3733.76,1366.72,600.01,2133.48,150,33.33,1483.41,1216.72
39.552,50,1437.56,300,4188.02,4925.72,1183.37,0,112.5,1450.06,3500.37,560.01,3533.72,1350.06,966.7,2083.47,100,33.33,1516.74,1066.7
40.87,16.67,1762.59,300,3550.37,5025.75,766.68,0,275,1016.7,4067.17,590.01,3917.14,1250.05,850.02,2600.22,250,16.67,1100.04,983.37
42.188,0,1337.55,233.33,3400.34,5500.89,1583.41,0,175,1016.7,3483.7,440.01,3600.4,1900.11,833.36,2050.14,383.34,66.67,983.37,1283.39
43.506,33.33,2087.63,250,3775.42,3962.96,950.03,0,237.5,1316.72,4550.63,730.02,3900.47,1433.4,600.01,2066.81,266.67,33.33,1033.37,1333.39
44.824,16.67,1850.1,266.67,3987.97,5175.79,1233.38,25,212.5,1216.71,4217.21,600.01,3733.76,1783.43,533.34,2016.8,200,0,1266.72,1400.07
46.142,16.67,1900.11,283.34,3937.96,4700.65,900.02,12.5,187.5,1300.05,3467.03,590.01,3350.35,1200.04,716.68,1516.74,83.33,33.33,883.36,1600.09
47.46,33.33,2037.62,400,3537.87,5100.77,800.02,25,225,1250.05,4333.9,600.01,4050.51,1683.42,700.02,1733.43,233.34,66.67,833.36,1633.42
48.778,33.33,1587.57,350,3962.96,3987.97,1083.37,0,187.5,1350.06,4317.23,660.01,4600.65,1800.1,733.35,1933.46,283.34,0,1233.38,1200.05
50.096,66.67,2037.62,466.67,3875.44,4475.59,1216.71,0,150,1583.41,3367.01,680.01,4750.7,1616.75,466.67,1516.74,183.33,0,783.35,1450.07
51.414,16.67,1587.57,183.33,3575.38,4200.52,1033.37,0,237.5,1316.72,4000.49,590.01,3800.45,1616.75,583.34,2133.48,100,50,1083.37,1450.07
52.732,50,1612.58,366.67,3662.9,4413.07,800.02,12.5,187.5,1266.72,5667.64,770.02,4950.76,1433.4,633.35,1750.1,250,33.33,1166.71,1366.73
54.05,83.33,1562.57,283.34,3962.96,4738.16,916.69,0,250,1066.7,3717.09,460.01,3917.14,1483.4,900.03,2066.81,116.67,33.33,1050.04,1450.07
55.368,66.67,1900.11,300,3675.4,4700.65,1133.37,0,137.5,1483.4,4233.88,620.01,4350.58,1933.45,516.68,2533.54,183.33,0,1333.39,1683.43
56.686,33.33,1987.62,166.67,3862.94,4363.06,1016.7,0,162.5,1566.74,4200.54,670.01,4367.25,1466.73,583.34,1983.46,250,16.67,766.69,1266.72
