D:\Sandra\Metapanda\laser\Laser-Ni-Xlens-H2He-12072022-Calibration7.b\50ppm-cal7-3.d,,,,,,,,,,,,,,,,,,,
Intensity Vs Time,CPS,,,,,,,,,,,,,,,,,,
Acquired      : 2022-07-12 17:55:59 using Batch Laser-Ni-Xlens-H2He-12072022-Calibration7.b,,,,,,,,,,,,,,,,,,,
Time [Sec],Cr53,Co59,Ni60,Cu63,Zn64,Ge72,As75,Se78,Mo98,Rh103,Cd111,Sb121,Te126,Gd157,Pt195,Hg202,Tl205,Pb208,U238
1.328,0,0,0,1137.54,25,0,0,0,500.01,38344.68,2250.15,6267.88,1816.77,566.68,2366.85,166.67,33.33,1016.7,1583.42
2.646,66.67,1525.07,366.67,3662.9,4763.17,983.36,0,287.5,950.03,3350.34,480.01,3367.02,1166.71,700.02,2450.2,183.33,16.67,883.36,1133.38
3.964,0,1600.08,433.34,3187.8,4838.19,1300.05,0,150,1283.38,4550.63,540.01,4367.25,1400.06,583.34,3050.3,150,0,716.68,1383.4
5.282,0,2175.14,150,3925.45,5750.98,1166.71,0,187.5,1850.1,5434.23,840.02,3066.96,1566.74,500.01,3217,200,33.33,1000.03,1600.09
6.6,33.33,1837.6,516.67,4838.19,6063.59,1633.41,12.5,212.5,1283.38,4800.7,730.02,3883.8,1783.43,766.69,2366.85,200,0,1350.06,1650.09
7.918,100,1787.59,383.34,4325.55,5088.26,1033.37,50,287.5,1333.39,4984.09,570.01,3617.07,866.69,916.69,1783.44,150,16.67,1016.7,1116.71
9.236,0,1437.56,233.33,3837.93,4488.09,883.36,0,200,1116.7,4233.88,660.01,3567.06,933.36,583.34,1833.44,200,33.33,666.68,950.03
10.554,16.67,1862.6,200,3387.84,4325.55,1200.04,12.5,262.5,1000.03,5017.43,620.01,4067.18,1133.37,733.35,1866.78,150,66.67,766.69,1083.37
11.872,83.33,1475.06,350,3887.95,5075.76,950.03,25,162.5,933.36,3867.12,710.02,4100.52,900.03,783.35,1700.09,216.67,16.67,1250.05,1800.11
13.19,50,1962.61,166.67,3600.38,4488.09,750.02,25,125,1183.38,4050.5,560.01,4250.56,1150.04,533.34,2016.8,166.67,0,883.36,1083.37
14.509,16.67,1962.61,283.34,3937.96,4075.49,850.02,12.5,200,1283.38,3833.78,590.01,3383.69,1500.07,500.01,1866.78,133.33,33.33,850.02,816.69
