D:\Sandra\Metapanda\laser\Laser-Ni-Xlens-H2He-12072022-Calibration7.b\100ppm-cal7-1.d,,,,,,,,,,,,,,,,,,,
Intensity Vs Time,CPS,,,,,,,,,,,,,,,,,,
Acquired      : 2022-07-12 18:00:11 using Batch Laser-Ni-Xlens-H2He-12072022-Calibration7.b,,,,,,,,,,,,,,,,,,,
Time [Sec],Cr53,Co59,Ni60,Cu63,Zn64,Ge72,As75,Se78,Mo98,Rh103,Cd111,Sb121,Te126,Gd157,Pt195,Hg202,Tl205,Pb208,U238
1.328,0,12.5,0,962.53,0,0,0,0,2383.51,26988.81,4230.55,3967.15,3133.64,133.33,3950.51,166.67,0,216.67,616.68
2.646,50,4500.6,233.33,6188.63,8214.49,1300.05,12.5,512.51,2883.59,5834.37,1260.05,2600.21,2283.49,316.67,3950.51,216.67,16.67,383.34,483.34
3.964,50,2500.18,366.67,6601.28,10328.15,1116.7,25,387.5,2266.82,4150.52,800.02,2433.52,1683.42,333.34,5567.67,100,0,350,683.35
5.282,50,4650.64,450.01,7739.27,8602.18,1000.03,0,337.5,2683.55,3467.03,1120.04,1900.11,1916.78,300,6551.4,200,33.33,450.01,800.02
6.6,0,3937.96,316.67,7201.53,10528.27,1083.37,12.5,425.01,2900.26,3266.99,1010.03,2216.82,2266.83,316.67,4867.44,133.33,16.67,266.67,533.34
7.918,0,2975.26,400,5200.8,12279.45,1033.37,25,600.01,2200.15,3000.27,1090.04,2133.47,2333.5,483.34,2666.9,150,0,350,916.69
9.236,33.33,2737.72,316.67,5613.43,8939.86,1300.05,25,400,3200.31,3050.28,1480.07,2550.2,1816.77,333.34,4984.14,283.34,0,300,916.69
10.554,0,3237.81,466.67,6788.86,10428.21,1383.39,0,525.01,2950.26,4600.64,1460.07,1933.45,1966.79,333.34,5234.23,116.67,0,366.67,883.36
11.872,33.33,2650.21,400,6226.14,12429.56,1400.06,12.5,562.51,1933.45,3467.03,1060.03,3100.3,1350.06,300,4183.9,50,0,316.67,883.36
13.19,33.33,2775.23,516.67,5625.93,9240.02,1383.39,0,412.51,2733.56,3983.82,1080.04,2783.57,2000.12,300,2333.51,233.34,0,316.67,433.34
14.509,33.33,3262.81,300,6263.66,7939.36,1083.37,12.5,437.51,2516.86,4183.87,1110.04,2116.8,2050.13,216.67,3567.08,116.67,16.67,216.67,250
15.827,0,3225.31,466.67,7601.7,7739.27,883.36,0,337.5,3150.3,4417.26,1250.05,3350.35,1833.44,266.67,5017.49,216.67,50,333.34,666.68
17.145,16.67,2725.22,466.67,5500.89,9302.56,1283.38,0,400,2933.59,3400.35,1300.05,2333.5,1300.05,366.67,4083.88,266.67,0,216.67,550.01
18.463,0,4500.6,483.34,6263.66,8889.83,1116.7,0,487.51,2100.13,3567.05,1320.05,1900.11,1966.79,416.67,5267.57,100,50,516.68,1083.37
19.781,50,2437.67,233.33,7301.57,10803.44,1083.37,25,475.01,2383.51,4583.97,1210.04,2933.6,1483.4,216.67,5400.95,100,50,483.34,683.35
21.098,33.33,3325.33,600.01,7126.5,7164.01,883.36,25,275,1883.44,3200.31,1110.04,3133.64,1500.07,166.67,2883.6,150,0,266.67,666.68
22.417,16.67,3000.26,400,7976.88,9164.98,933.36,25,712.52,2566.87,3883.79,890.02,3083.63,1816.77,466.67,3833.81,150,66.67,200,500.01
23.735,0,4075.49,483.34,8939.86,10878.49,1150.04,0,187.5,2600.21,3667.08,970.03,2283.49,1400.06,350,4450.65,133.33,50,350,600.01
25.053,16.67,3150.29,316.67,6263.66,7476.65,1333.39,0,475.01,2366.84,4217.21,1120.04,2283.49,1100.04,383.34,6401.33,116.67,0,383.34,600.01
26.371,50,2912.75,450.01,7063.97,11003.57,1216.71,12.5,425.01,2300.16,3917.13,1220.05,3216.99,1866.77,100,4534,133.33,33.33,216.67,533.34
27.689,33.33,3650.39,533.34,6726.34,8089.43,1000.03,25,425.01,2400.17,4383.92,1080.04,2316.83,1583.41,216.67,4450.65,200,50,350,383.34
29.007,0,4225.53,550.01,6688.82,9377.6,1300.05,25,600.01,3066.95,5167.48,1050.03,2450.19,1750.09,216.67,5267.57,166.67,16.67,316.67,600.01
30.325,16.67,3150.29,383.34,6351.19,11003.57,1350.05,0,612.51,3116.96,4117.18,1230.05,2200.15,1766.76,283.34,3867.15,183.33,33.33,350,833.36
31.643,0,2612.7,250,5800.99,12979.97,1183.37,0,637.51,2300.16,3500.37,1310.05,2783.57,1816.77,233.34,4517.33,233.34,33.33,416.67,683.35
32.961,0,3287.82,333.34,7689.24,13055.03,866.69,0,475.01,3000.27,4283.89,1310.05,2883.59,2016.79,316.67,3867.15,150,16.67,400.01,750.02
34.279,16.67,2350.16,183.33,6076.09,9427.62,933.36,0,375,1816.77,5184.15,1860.11,2333.5,2583.54,283.34,5267.57,166.67,33.33,416.67,500.01
35.598,66.67,4638.13,516.67,6626.29,8952.37,1400.06,25,387.5,1716.76,6367.9,1440.06,2466.85,2450.19,183.33,4967.47,150,50,216.67,583.34
36.916,83.33,4575.62,416.67,6663.81,9402.61,1483.4,0,512.51,2116.8,4300.56,1810.1,3350.35,2183.48,183.33,4867.44,166.67,0,333.34,700.02
38.234,0,4325.55,500.01,7439.13,11566.45,1500.07,12.5,637.51,2500.19,6301.21,1810.1,2750.23,1966.79,216.67,5767.75,216.67,33.33,266.67,533.34
39.552,66.67,3362.83,450.01,9290.05,11779.1,983.36,25,475.01,3183.64,7735.15,1290.05,2550.2,2500.19,333.34,4417.3,116.67,0,316.67,866.69
40.87,16.67,4163.01,600.01,7576.69,11553.94,1400.06,12.5,500.01,4100.51,5634.3,1850.1,3400.36,2183.48,233.34,8318.92,233.34,33.33,350,633.35
42.188,0,2837.74,533.34,7714.26,12617.2,1450.06,0,500.01,3683.74,8035.3,1740.09,2633.55,2516.86,300,8485.68,150,0,250,783.35
43.506,66.67,2712.72,500.01,8026.9,11628.99,1400.06,12.5,512.51,5667.64,6884.78,1780.1,3000.28,2050.13,233.34,5667.71,116.67,33.33,283.34,650.01
44.824,0,3687.9,683.35,7326.58,12179.38,1483.4,12.5,387.5,2433.51,8268.75,1980.12,2783.57,2816.91,433.34,8902.58,200,16.67,350,816.69
46.142,0,4550.61,633.35,7339.09,9477.65,1816.76,25,587.51,3717.09,7118.21,1600.08,2850.25,1500.07,500.01,10153.36,200,0,383.34,816.69
47.46,100,4012.97,216.67,6663.81,20700.14,1366.72,0,625.01,4233.88,7518.39,1630.08,2900.26,2550.2,333.34,7335.08,150,16.67,383.34,733.35
48.778,33.33,5325.83,650.01,7864.32,13167.62,1333.39,0,675.01,4433.93,5467.58,1370.06,2366.84,2450.19,466.67,5984.5,200,0,416.67,616.68
50.096,16.67,3437.85,316.67,9552.69,19498.72,1683.42,0,525.01,3533.71,8352.12,1410.06,3216.99,2533.53,283.34,3717.12,166.67,16.67,400.01,883.36
51.414,50,5538.4,466.67,10966.05,13905.71,1766.76,0,612.51,4917.4,6051.11,1780.1,3033.62,2150.14,266.67,3733.79,116.67,50,316.67,750.02
52.732,100,5250.81,466.67,8864.82,15432.03,1400.06,12.5,537.51,2916.92,4383.92,2080.13,2866.92,2683.56,333.34,8769.17,133.33,33.33,466.67,466.67
54.05,33.33,6026.07,883.36,11028.59,13868.18,1266.71,0,712.52,1983.45,4033.83,2060.13,3533.72,2483.52,266.67,6167.9,166.67,33.33,400.01,883.36
55.368,33.33,5863.51,600.01,9790.33,14756.43,1716.75,12.5,637.51,2866.92,6401.25,2030.13,3033.62,1883.44,366.67,9236.11,166.67,16.67,333.34,833.36
56.687,33.33,4900.71,733.35,7864.32,12729.78,1283.38,0,712.52,3333.67,7468.36,2040.13,2750.23,1900.11,350,5384.28,133.33,16.67,266.67,500.01
58.005,16.67,5300.83,883.36,8477.12,14180.94,1683.42,0,600.01,2483.52,4383.92,1280.05,2700.22,2133.47,350,4650.7,33.33,16.67,350,733.35
59.323,16.67,4275.54,616.68,8064.42,9052.42,666.68,0,262.5,2283.49,6201.17,1360.06,2733.56,1566.74,333.34,4217.25,266.67,33.33,633.35,650.01
60.641,0,2700.21,250,4975.73,6013.57,716.68,0,262.5,1883.44,2000.12,440.01,3066.96,1166.71,216.67,1100.04,133.33,0,466.67,1016.7
61.959,16.67,600.01,133.33,1850.1,1312.55,216.67,0,62.5,350,200,110,3317.01,866.69,366.67,233.34,150,16.67,683.35,750.02
63.277,33.33,287.5,116.67,1487.57,750.02,150,0,62.5,466.67,133.33,90,2066.8,1116.71,316.67,800.02,200,0,433.34,416.67
64.595,66.67,1012.53,166.67,2912.75,5638.44,666.68,0,387.5,1400.06,2850.25,560.01,2733.56,1300.05,150,2533.54,150,0,200,833.36
65.913,116.67,1012.53,200,2287.65,1775.09,116.67,0,62.5,700.01,550.01,260,3033.62,983.36,300,450.01,300,16.67,316.67,850.02
67.231,66.67,437.51,150,1412.56,1000.03,233.33,0,75,466.67,333.34,70,2783.57,1166.71,400.01,200,233.34,0,600.01,500.01
68.549,150,237.5,83.33,1175.04,625.01,116.67,0,75,450.01,233.33,90,3383.69,1083.37,250,166.67,183.33,16.67,550.01,766.69
69.866,50,262.5,116.67,1400.06,850.02,183.33,12.5,25,583.34,150,110,2850.25,1166.71,416.67,183.33,100,16.67,266.67,600.01
71.185,116.67,187.5,166.67,1337.55,625.01,16.67,12.5,50,283.34,116.67,100,3200.32,866.69,250,383.34,183.33,33.33,416.67,816.69
72.503,66.67,387.5,166.67,2450.18,3312.82,516.67,0,200,1716.76,2466.85,810.02,2900.26,2050.13,416.67,2833.59,150,0,316.67,666.68
73.821,66.67,3675.4,433.34,7776.78,13467.85,1266.71,12.5,487.51,3200.31,6101.13,1760.09,3450.37,2233.49,433.34,6051.19,100,16.67,233.34,716.68
75.139,16.67,5625.93,650.01,10165.55,15419.52,1916.78,37.5,525.01,4417.26,8268.75,1930.11,3433.7,2333.5,250,5717.73,216.67,0,350,850.02
76.457,16.67,3262.81,216.67,7439.13,11891.67,1916.78,0,575.01,3050.28,3967.15,1260.05,2666.89,2216.82,433.34,5967.83,150,0,316.67,450.01
77.776,50,3850.44,666.68,7726.76,11854.15,966.69,25,550.01,3100.29,3717.09,1100.04,3517.05,2100.14,300,5384.28,133.33,0,466.67,683.35
79.094,116.67,3625.39,433.34,6176.13,11316.28,1283.38,12.5,512.51,2566.87,3650.41,1110.04,3066.96,1850.11,416.67,3233.67,166.67,16.67,533.34,1083.37
